"cycle","domain","aspiration","search_cost_per_option","optimizing_option","optimizing_adjusted_utility","optimizing_net_value","satisficing_option","satisficing_adjusted_utility","satisficing_net_value","satisficing_found","search_length","opportunity_loss","net_value_advantage","review_flag"
312,"Financial Risk",0.667722336912993,0.00636536301346496,2,0.652712173184711,0.576327817023132,2,0.652712173184711,0.639981447157781,FALSE,2,0,0.0636536301346495,"review"
313,"Healthcare",0.756012920935173,0.0265479577193037,11,0.765834884874217,0.447259392242573,11,0.765834884874217,0.473807349961877,TRUE,11,0,0.0265479577193037,"review"
314,"Healthcare",0.754570047487505,0.015445571297314,6,0.647787489506736,0.462440633938968,6,0.647787489506736,0.555114061722852,FALSE,6,0,0.0926734277838841,"review"
315,"Public Policy",0.6997486493201,0.0159596974705346,12,0.927154400324212,0.735638030677797,3,0.748821550967157,0.700942458555553,TRUE,3,0.178332849357055,-0.0346955721222441,"acceptable"
316,"Healthcare",0.739365542160813,0.0289631982566789,7,0.828006421468122,0.480448042387976,4,0.751167732961559,0.635314939934844,TRUE,4,0.0768386885065631,0.154866897546868,"acceptable"
317,"Healthcare",0.691115483387839,0.0273052440560423,4,0.853415861203642,0.525752932531135,2,0.821096506021245,0.76648601790916,TRUE,2,0.0323193551823975,0.240733085378025,"acceptable"
318,"Financial Risk",0.602833146278281,0.0152682520658709,6,0.734818979098885,0.551599954308434,2,0.608035950392235,0.577499446260493,TRUE,2,0.126783028706649,0.0258994919520598,"acceptable"
319,"Financial Risk",0.672941449873615,0.0257252174988389,6,0.668283245572149,0.359580635586082,6,0.668283245572149,0.513931940579116,FALSE,6,0,0.154351304993033,"review"
320,"AI Governance",0.696877667042427,0.0155039224401116,2,0.667246473187487,0.481199403906147,2,0.667246473187487,0.636238628307263,FALSE,2,0,0.155039224401116,"review"
321,"Organizational Strategy",0.694135669996031,0.0231135108927265,5,0.913008787790313,0.635646657077596,3,0.709294699317184,0.639954166639005,TRUE,3,0.203714088473129,0.00430750956140902,"review"
322,"Organizational Strategy",0.793844426092692,0.0323560761171393,5,0.661981707407976,0.273708794002304,5,0.661981707407976,0.50020132682228,FALSE,5,0,0.226492532819975,"review"
323,"Public Policy",0.70891290382715,0.0296415240759961,2,0.790027116245716,0.434328827333763,2,0.790027116245716,0.730744068093724,TRUE,2,0,0.296415240759961,"acceptable"
324,"Organizational Strategy",0.73728713837685,0.020342367971316,3,0.861997589136555,0.617889173480763,3,0.861997589136555,0.800970485222607,TRUE,3,0,0.183081311741844,"acceptable"
325,"Public Policy",0.594189541859087,0.0247510688216426,3,0.895855922294299,0.598843096434588,3,0.895855922294299,0.821602715829371,TRUE,3,0,0.222759619394783,"acceptable"
326,"Organizational Strategy",0.74488400014583,0.0244089590758085,2,0.875298561837701,0.582391052927999,2,0.875298561837701,0.826480643686084,TRUE,2,0,0.244089590758085,"acceptable"
327,"Public Policy",0.591219887314364,0.0116761907236651,11,0.800345749919695,0.660231461235714,7,0.665878095344269,0.584144760278614,TRUE,7,0.134467654575426,-0.0760867009571005,"acceptable"
328,"Healthcare",0.630801613754593,0.0306401440198533,5,0.813683650897149,0.446001922658909,4,0.709656063355101,0.587095487275688,TRUE,4,0.104027587542048,0.141093564616779,"acceptable"
329,"Healthcare",0.714205039425287,0.025856132118497,7,0.942931852210313,0.632658266788348,1,0.735431230726564,0.709575098608067,TRUE,1,0.207500621483749,0.0769168318197183,"review"
330,"Organizational Strategy",0.782157121060882,0.0330695059197024,4,0.772655752087589,0.37582168105116,4,0.772655752087589,0.640377728408779,FALSE,4,0,0.264556047357619,"review"
331,"Financial Risk",0.810020203622989,0.00940112671814859,1,0.797573255868629,0.684759735250846,1,0.797573255868629,0.78817212915048,FALSE,1,0,0.103412393899634,"review"
332,"Healthcare",0.701368724456988,0.022622228122782,7,0.771568815405254,0.500102077931871,6,0.720401236039862,0.58466786730317,TRUE,6,0.0511675793653928,0.0845657893712989,"acceptable"
333,"Organizational Strategy",0.695903964883182,0.0285436555603519,10,0.927579404914027,0.585055538189804,5,0.734299032709966,0.591580754908206,TRUE,5,0.193280372204062,0.00652521671840189,"acceptable"
334,"Infrastructure",0.646947533017956,0.0238703823112883,11,0.64219509898671,0.355750511251251,11,0.64219509898671,0.379620893562539,FALSE,11,0,0.0238703823112882,"review"
335,"Organizational Strategy",0.740841275015846,0.0333120773662813,4,0.709967724363029,0.310222795967653,4,0.709967724363029,0.576719414897904,FALSE,4,0,0.26649661893025,"review"
336,"Financial Risk",0.745850597447716,0.0171996703068726,3,0.743914603002826,0.537518559320355,3,0.743914603002826,0.692315592082208,FALSE,3,0,0.154797032761853,"review"
337,"AI Governance",0.704501041756012,0.0331149877607822,1,0.681175909478961,0.283796056349574,1,0.681175909478961,0.648060921718179,FALSE,1,0,0.364264865368605,"review"
338,"Healthcare",0.764097310674842,0.0277525375713594,12,0.96197258057426,0.628942129717947,8,0.809903202160882,0.587882901590006,TRUE,8,0.152069378413379,-0.0410592281279408,"acceptable"
339,"Public Policy",0.659108659471385,0.0157799568749033,11,0.77222336728349,0.582863884784651,3,0.725329712961477,0.677989842336767,TRUE,3,0.0468936543220133,0.0951259575521163,"acceptable"
340,"Public Policy",0.582163734904025,0.0342086480441503,4,0.703097694763544,0.29259391823374,4,0.703097694763544,0.566263102586942,TRUE,4,0,0.273669184353203,"acceptable"
341,"Healthcare",0.659937763113994,0.0344294035271741,1,0.930696188774085,0.517543346447995,1,0.930696188774085,0.896266785246911,TRUE,1,0,0.378723438798916,"acceptable"
342,"Organizational Strategy",0.562931706474628,0.0214220063644461,10,0.710046742041883,0.45298266566853,4,0.573138346372817,0.487450320915032,TRUE,4,0.136908395669066,0.0344676552465026,"acceptable"
343,"AI Governance",0.743698464683257,0.0346241907845251,3,0.907042065700516,0.491551776286214,3,0.907042065700516,0.803169493346941,TRUE,3,0,0.311617717060726,"acceptable"
344,"Public Policy",0.66112259418238,0.0184052966954187,2,0.803752790306852,0.582889229961828,2,0.803752790306852,0.766942196916015,TRUE,2,0,0.184052966954187,"acceptable"
345,"Infrastructure",0.811027794466354,0.0345279900892638,7,0.740916788868109,0.326580907796944,7,0.740916788868109,0.499220858243263,FALSE,7,0,0.172639950446319,"review"
346,"Infrastructure",0.621917967197951,0.00828777738614008,6,0.830831107880232,0.731377779246551,1,0.798360878759995,0.790073101373855,TRUE,1,0.0324702291202366,0.0586953221273043,"acceptable"
347,"Organizational Strategy",0.652062638860662,0.0305459786462598,10,0.742242423516959,0.375690679761842,10,0.742242423516959,0.436782637054361,TRUE,10,0,0.0610919572925195,"acceptable"
348,"Healthcare",0.750936661818996,0.0133464319282211,8,0.757135286428072,0.596978103289419,8,0.757135286428072,0.650363831002303,TRUE,8,0,0.0533857277128846,"acceptable"
349,"Organizational Strategy",0.794137918893248,0.0237666316865943,8,0.758779629011208,0.473580048772076,8,0.758779629011208,0.568646575518453,FALSE,8,0,0.0950665267463773,"review"
350,"AI Governance",0.630979724084027,0.0219585611205548,11,0.659443017653671,0.395940284207013,11,0.659443017653671,0.417898845327568,TRUE,11,0,0.0219585611205548,"review"
351,"Financial Risk",0.665455894959159,0.0128412983915769,4,0.717083364685642,0.56298778398672,4,0.717083364685642,0.665718171119335,TRUE,4,0,0.102730387132615,"acceptable"
352,"Financial Risk",0.784502236396074,0.0284804591606371,8,0.736438068099826,0.39467255817218,8,0.736438068099826,0.508594394814729,FALSE,8,0,0.113921836642548,"review"
353,"Organizational Strategy",0.697103825982194,0.0144923157710582,6,0.766848899805734,0.592941110553036,4,0.759146629536479,0.701177366452246,TRUE,4,0.0077022702692553,0.10823625589921,"acceptable"
354,"Organizational Strategy",0.559731230535545,0.00590516742318869,6,0.859630605687038,0.788768596608774,4,0.651174021787197,0.627553352094442,TRUE,4,0.208456583899842,-0.161215244514332,"review"
355,"AI Governance",0.6580929346825,0.0342104182881303,6,0.861656326102116,0.451131306644552,4,0.662777304890168,0.525935631737647,TRUE,4,0.198879021211948,0.0748043250930945,"acceptable"
356,"Infrastructure",0.65249885851983,0.0229453031532466,9,0.851538395307207,0.576194757468247,1,0.773497303688408,0.750552000535161,TRUE,1,0.0780410916187994,0.174357243066914,"acceptable"
357,"Financial Risk",0.709870009189472,0.0305904256994836,8,0.763837843325626,0.396752734931823,8,0.763837843325626,0.519114437729757,TRUE,8,0,0.122361702797934,"acceptable"
358,"Public Policy",0.565160910398699,0.0242871117265895,12,0.724254251429704,0.43280891071063,1,0.67245689044163,0.64816977871504,TRUE,1,0.0517973609880736,0.215360868004411,"acceptable"
359,"AI Governance",0.751347781156655,0.00636328598484397,12,0.736444396174122,0.660084964355994,12,0.736444396174122,0.660084964355994,FALSE,12,0,0,"review"
360,"Financial Risk",0.610852038171142,0.0230959731643088,11,0.714625070675122,0.437473392703416,1,0.612307000205598,0.589211027041289,TRUE,1,0.102318070469524,0.151737634337873,"acceptable"
361,"Healthcare",0.724013396315277,0.00750875576166436,5,0.838605013866706,0.748499944726734,5,0.838605013866706,0.801061235058385,TRUE,5,0,0.0525612903316505,"acceptable"
362,"Financial Risk",0.590992376101203,0.0198791198176332,7,0.917424661386758,0.67887522357516,1,0.592304203320469,0.572425083502836,TRUE,1,0.325120458066289,-0.106450140072324,"review"
363,"AI Governance",0.66173353408929,0.0330287893442437,7,0.80666778778839,0.410322315657466,1,0.666129485942668,0.633100696598424,TRUE,1,0.140538301845722,0.222778380940958,"acceptable"
364,"Financial Risk",0.577179597346112,0.015750255426392,1,0.706730167185123,0.51772710206842,1,0.706730167185123,0.690979911758731,TRUE,1,0,0.173252809690312,"acceptable"
365,"Organizational Strategy",0.669944551712833,0.0099528000317514,11,0.658244779339649,0.538811178958633,11,0.658244779339649,0.548763978990384,FALSE,11,0,0.00995280003175136,"review"
366,"AI Governance",0.551179841845296,0.0281584153417498,7,0.773286163747212,0.435385179646215,2,0.749472008430626,0.693155177747127,TRUE,2,0.0238141553165857,0.257769998100912,"acceptable"
367,"Infrastructure",0.65472962675849,0.0218029758217745,5,0.805428462075041,0.543792752213748,5,0.805428462075041,0.696413582966169,TRUE,5,0,0.152620830752421,"acceptable"
368,"AI Governance",0.717835121639073,0.0111956935632043,5,0.750633850934141,0.61628552817569,5,0.750633850934141,0.69465538311812,TRUE,5,0,0.0783698549424298,"acceptable"
369,"AI Governance",0.731819012106862,0.0266979623259977,8,0.597411926160769,0.277036378248798,8,0.597411926160769,0.383828227552788,FALSE,8,0,0.106791849303991,"review"
370,"Organizational Strategy",0.681589532492217,0.0206644078646787,11,0.599077683312998,0.351104788936854,11,0.599077683312998,0.371769196801532,FALSE,11,0,0.0206644078646786,"review"
371,"AI Governance",0.673893157080747,0.0227514446526766,11,0.690257581456423,0.417240245624304,11,0.690257581456423,0.439991690276981,TRUE,11,0,0.0227514446526766,"review"
372,"Financial Risk",0.597317293137312,0.0246963848941959,1,0.867267339516018,0.570910720785667,1,0.867267339516018,0.842570954621823,TRUE,1,0,0.271660233836155,"acceptable"
373,"Healthcare",0.628121934565716,0.0344566221651621,5,0.747479177905984,0.333999711924039,1,0.652867396541549,0.618410774376387,TRUE,1,0.0946117813644354,0.284411062452348,"acceptable"
374,"AI Governance",0.771252786787227,0.0124214002187364,8,0.737951962268781,0.588895159643944,8,0.737951962268781,0.63858076051889,FALSE,8,0,0.0496856008749456,"review"
375,"AI Governance",0.675525208616164,0.0290479009016417,12,0.68465367014612,0.336078859326419,12,0.68465367014612,0.336078859326419,TRUE,12,0,0,"review"
376,"Public Policy",0.712259569377638,0.00512427835958078,8,0.77727555735186,0.715784217036891,8,0.77727555735186,0.736281330475214,TRUE,8,0,0.0204971134383232,"acceptable"
377,"Organizational Strategy",0.552256460427307,0.0328240079875104,8,0.864225289812312,0.470337193962187,1,0.669584766598733,0.636760758611222,TRUE,1,0.194640523213579,0.166423564649036,"acceptable"
378,"AI Governance",0.627718360198196,0.0319650006829761,3,0.759085542589044,0.375505534393331,1,0.677264472256548,0.645299471573572,TRUE,1,0.0818210703324965,0.269793937180241,"acceptable"
379,"AI Governance",0.70237478989875,0.0149854843784124,6,0.846316332602066,0.666490520061117,6,0.846316332602066,0.756403426331591,TRUE,6,0,0.0899129062704742,"acceptable"
380,"Infrastructure",0.686040809331462,0.021938193521928,1,0.940599394040182,0.677341071777046,1,0.940599394040182,0.918661200518254,TRUE,1,0,0.241320128741208,"acceptable"
381,"Public Policy",0.624453014489263,0.00628785758744925,5,0.815981256355696,0.740526965306305,2,0.720052830544334,0.707477115369435,TRUE,2,0.0959284258113627,-0.0330498499368702,"acceptable"
382,"Public Policy",0.648663224463817,0.0283048985502683,9,0.711856247925898,0.372197465322679,7,0.656405328368536,0.458271038516658,TRUE,7,0.0554509195573618,0.0860735731939795,"acceptable"
383,"Organizational Strategy",0.767942758849822,0.00802097238367423,2,0.726900787738497,0.630649119134407,2,0.726900787738497,0.710858842971149,FALSE,2,0,0.0802097238367424,"review"
384,"Financial Risk",0.773081036903895,0.0122654097736813,7,0.719031046032806,0.57184612874863,7,0.719031046032806,0.633173177617037,FALSE,7,0,0.0613270488684067,"review"
385,"Public Policy",0.584943033033051,0.0309190424112603,7,0.654707538502996,0.283679029567873,5,0.592301169646466,0.437705957590164,TRUE,5,0.0624063688565305,0.154026928022292,"acceptable"
386,"Public Policy",0.594138421448879,0.0152011268935166,10,0.884652381013926,0.702238858291726,2,0.719879415603894,0.689477161816861,TRUE,2,0.164772965410032,-0.0127616964748654,"acceptable"
387,"Healthcare",0.597442227646243,0.00647655056556687,1,0.809644728785495,0.731926121998692,1,0.809644728785495,0.803168178219928,TRUE,1,0,0.0712420562212356,"acceptable"
388,"AI Governance",0.770675603360869,0.0245936402305961,8,0.73095292746742,0.435829244700267,8,0.73095292746742,0.534203805622651,FALSE,8,0,0.0983745609223842,"review"
389,"Infrastructure",0.769601714471355,0.00678056194912642,7,0.749261166037435,0.667894422647917,7,0.749261166037435,0.70179723239355,FALSE,7,0,0.0339028097456321,"review"
390,"Organizational Strategy",0.759681125867646,0.00899746862938628,10,0.82336361069766,0.715393987145025,10,0.82336361069766,0.733388924403798,TRUE,10,0,0.0179949372587725,"acceptable"
391,"Financial Risk",0.645466778753325,0.02635522444034,9,0.749072599007268,0.432809905723188,1,0.6995036090099,0.67314838456956,TRUE,1,0.0495689899973678,0.240338478846372,"acceptable"
392,"AI Governance",0.62838669028366,0.0261643610103056,4,0.704216042846085,0.390243710722418,4,0.704216042846085,0.599558598804863,TRUE,4,0,0.209314888082445,"acceptable"
393,"Infrastructure",0.649030432477593,0.0177530704601668,2,0.773471877986648,0.560435032464646,2,0.773471877986648,0.737965737066314,TRUE,2,0,0.177530704601668,"acceptable"
394,"Healthcare",0.753185525035951,0.0158547878870741,6,0.921174824731424,0.730917370086536,6,0.921174824731424,0.82604609740898,TRUE,6,0,0.0951287273224443,"acceptable"
395,"AI Governance",0.709486371786334,0.0314725111145526,7,0.776762836850527,0.399092703475896,2,0.746715569112732,0.683770546883627,TRUE,2,0.030047267737795,0.284677843407731,"acceptable"
396,"Healthcare",0.720444026405457,0.0323240089952014,12,0.765023178551462,0.377135070609044,1,0.73931936764557,0.706995358650369,TRUE,1,0.0257038109058914,0.329860288041325,"acceptable"
397,"Organizational Strategy",0.616598135863896,0.0121085649263114,7,0.697608519248664,0.552305740132928,3,0.666773259729879,0.630447564950945,TRUE,3,0.0308352595187855,0.0781418248180169,"acceptable"
398,"AI Governance",0.732616115571,0.0325113151385449,7,0.660696303011799,0.27056052134926,7,0.660696303011799,0.433117097041985,FALSE,7,0,0.162556575692724,"review"
399,"Public Policy",0.721203949926421,0.0285333232372068,9,0.728078009655726,0.385678130809245,9,0.728078009655726,0.471278100520865,TRUE,9,0,0.0855999697116204,"acceptable"
400,"Organizational Strategy",0.633284832846839,0.0142179927881807,8,0.881479798732325,0.710863885274157,2,0.778909900792897,0.750473915216536,TRUE,2,0.102569897939428,0.0396100299423787,"acceptable"
401,"Organizational Strategy",0.711831018531229,0.0255033255624585,10,0.645359190421539,0.339319283672037,10,0.645359190421539,0.390325934796954,FALSE,10,0,0.051006651124917,"review"
402,"AI Governance",0.633065108442679,0.0143856156733818,4,0.710965085837767,0.538337697757185,3,0.705129824448585,0.66197297742844,TRUE,3,0.00583526138918122,0.123635279671255,"acceptable"
403,"Infrastructure",0.761186038118321,0.00722203189274296,2,0.778097551653132,0.691433168940217,2,0.778097551653132,0.763653487867646,TRUE,2,0,0.0722203189274296,"acceptable"
404,"Organizational Strategy",0.568399580407422,0.0237263358267955,10,0.752789424847027,0.468073394925481,1,0.678086937618721,0.654360601791925,TRUE,1,0.0747024872283065,0.186287206866445,"acceptable"
405,"Organizational Strategy",0.687200479980092,0.0213001516461372,9,0.776911663789508,0.521309844035861,9,0.776911663789508,0.585210298974273,TRUE,9,0,0.0639004549384117,"acceptable"
406,"Financial Risk",0.651169673476834,0.0194305824767798,11,0.777252216186853,0.544085226465495,1,0.660046184150733,0.640615601673953,TRUE,1,0.11720603203612,0.0965303752084576,"acceptable"
407,"Organizational Strategy",0.566115417140536,0.0333064335864037,4,0.829553149261419,0.429875946224574,4,0.829553149261419,0.696327414915804,TRUE,4,0,0.26645146869123,"acceptable"
408,"Public Policy",0.673845373003278,0.0310292484704405,8,0.921483782632231,0.549132800986945,4,0.674962902121769,0.550845908240007,TRUE,4,0.246520880510462,0.00171310725306195,"review"
409,"Infrastructure",0.801656870201696,0.0174083334975876,7,0.708038183655727,0.499138181684676,7,0.708038183655727,0.586179849172614,FALSE,7,0,0.087041667487938,"review"
410,"Healthcare",0.577044438906014,0.0276729474193417,2,0.808011947042771,0.475936578010671,2,0.808011947042771,0.752666052204088,TRUE,2,0,0.276729474193417,"acceptable"
411,"Financial Risk",0.702128094332293,0.0163343951338902,2,0.83615476240404,0.640142020797357,2,0.83615476240404,0.803485972136259,TRUE,2,0,0.163343951338902,"acceptable"
412,"AI Governance",0.753231214287225,0.014635969849769,2,0.855405830846777,0.679774192649549,2,0.855405830846777,0.826133891147239,TRUE,2,0,0.14635969849769,"acceptable"
413,"Public Policy",0.587348590230104,0.0224537639738992,8,0.875717400551017,0.606272232864227,4,0.619286544086171,0.529471488190574,TRUE,4,0.256430856464846,-0.0768007446736528,"review"
414,"Healthcare",0.736260801155586,0.00788970348192379,7,0.835125545039381,0.740449103256295,7,0.835125545039381,0.779897620665914,TRUE,7,0,0.0394485174096189,"acceptable"
415,"Public Policy",0.798353568112943,0.0118664325447753,4,0.687373089218662,0.544975898681359,4,0.687373089218662,0.639907359039561,FALSE,4,0,0.0949314603582024,"review"
416,"Organizational Strategy",0.58884964292869,0.0248755999514833,1,0.763874422881122,0.465367223463322,1,0.763874422881122,0.738998822929639,TRUE,1,0,0.273631599466316,"acceptable"
417,"Organizational Strategy",0.768727752831765,0.0174567322339863,5,0.720533372312784,0.511052585504949,5,0.720533372312784,0.633249711142853,FALSE,5,0,0.122197125637904,"review"
418,"Financial Risk",0.579165606300812,0.0291199419624172,1,0.735491142655215,0.386051839106208,1,0.735491142655215,0.706371200692798,TRUE,1,0,0.320319361586589,"acceptable"
419,"Infrastructure",0.733560562268831,0.00987261835485697,1,0.595009003364808,0.476537583106525,1,0.595009003364808,0.585136385009951,FALSE,1,0,0.108598801903427,"review"
420,"Healthcare",0.609397989341524,0.0133937808172777,11,0.742170276834402,0.58144490702707,2,0.729192750338229,0.702405188703674,TRUE,2,0.0129775264961735,0.120960281676604,"acceptable"
421,"Infrastructure",0.685194553108886,0.0257585646002553,3,0.823844138843501,0.514741363640437,3,0.823844138843501,0.746568445042735,TRUE,3,0,0.231827081402298,"acceptable"
422,"Financial Risk",0.733165394426323,0.0118277644366026,3,0.824877810748294,0.682944637509063,3,0.824877810748294,0.789394517438486,TRUE,3,0,0.106449879929423,"acceptable"
423,"AI Governance",0.800815065712668,0.021792276496999,10,0.703250407156547,0.441743089192559,10,0.703250407156547,0.485327642186557,FALSE,10,0,0.0435845529939979,"review"
424,"Healthcare",0.781106895415578,0.0286765803699382,7,0.826838230691505,0.482719266252247,7,0.826838230691505,0.626102168101938,TRUE,7,0,0.143382901849691,"acceptable"
425,"Healthcare",0.728780917478725,0.0142550487001427,11,0.763427351193016,0.592366766791304,11,0.763427351193016,0.606621815491446,TRUE,11,0,0.0142550487001427,"review"
426,"Infrastructure",0.717064272810239,0.0159447880345397,12,0.704302451949979,0.512964995535502,12,0.704302451949979,0.512964995535502,FALSE,12,0,0,"review"
427,"Public Policy",0.796069697667845,0.0302531099761836,6,0.833856570725122,0.470819251010918,6,0.833856570725122,0.65233791086802,TRUE,6,0,0.181518659857102,"acceptable"
428,"Public Policy",0.683679423967842,0.0292622544267215,1,0.671196149321474,0.320049096200816,1,0.671196149321474,0.641933894894752,FALSE,1,0,0.321884798693936,"review"
429,"Healthcare",0.733481545522809,0.0102757219946943,8,0.646244781049022,0.52293611711269,8,0.646244781049022,0.564039005091467,FALSE,8,0,0.0411028879787773,"review"
430,"Financial Risk",0.687888049487956,0.0211453446280211,10,0.738510686116099,0.484766550579845,10,0.738510686116099,0.527057239835888,TRUE,10,0,0.0422906892560422,"acceptable"
431,"AI Governance",0.639641709639691,0.0317355033569038,3,0.724040567942906,0.343214527660061,3,0.724040567942906,0.628834057872195,TRUE,3,0,0.285619530212134,"acceptable"
432,"Public Policy",0.790920330858789,0.0141826067958027,9,0.914328135726973,0.744136854177341,4,0.894956709008474,0.838226281825263,TRUE,4,0.0193714267184996,0.0940894276479222,"acceptable"
433,"Infrastructure",0.569282996896654,0.0304481195425615,9,0.888041416283012,0.522663981772274,1,0.83575665955523,0.805308540012669,TRUE,1,0.0522847567277818,0.282644558240394,"acceptable"
434,"Healthcare",0.751716840649024,0.0266281609027646,11,0.745455808949695,0.425917878116519,11,0.745455808949695,0.452546039019284,FALSE,11,0,0.0266281609027647,"review"
435,"AI Governance",0.755731234673876,0.0127575942897238,7,0.841065420834348,0.687974289357662,3,0.834371838873181,0.79609905600401,TRUE,3,0.00669358196116632,0.108124766646348,"acceptable"
436,"Public Policy",0.636522781236563,0.0134917489765212,11,0.909473845819011,0.747572858100757,1,0.735419503017178,0.721927754040657,TRUE,1,0.174054342801833,-0.0256451040601,"acceptable"
437,"Financial Risk",0.589930732795037,0.0238060710765421,6,0.83328109843113,0.547608245512625,6,0.83328109843113,0.690444671971877,TRUE,6,0,0.142836426459253,"acceptable"
438,"AI Governance",0.615983235759195,0.0128654208173975,2,0.792859589401633,0.638474539592862,1,0.674910944109373,0.662045523291975,TRUE,1,0.11794864529226,0.0235709836991129,"acceptable"
439,"Organizational Strategy",0.559454522747546,0.00783515384653583,8,0.725640349066401,0.631618502907971,3,0.571872307254683,0.548366845715075,TRUE,3,0.153768041811719,-0.0832516571928961,"acceptable"
440,"Healthcare",0.652887288695201,0.0227244954020716,6,0.676760604464637,0.404066659639778,6,0.676760604464637,0.540413632052207,TRUE,6,0,0.13634697241243,"acceptable"
441,"Organizational Strategy",0.641364999113139,0.0214920361875556,8,0.898424944351468,0.6405205101008,8,0.898424944351468,0.726488654851023,TRUE,8,0,0.0859681447502226,"acceptable"
442,"Public Policy",0.580083613856696,0.00684393759584054,8,0.726673068505205,0.644545817355118,3,0.677693691162421,0.657161878374899,TRUE,3,0.0489793773427839,0.0126160610197811,"acceptable"
443,"Organizational Strategy",0.716408059059177,0.0278539234376512,1,0.70244295799469,0.368195876742875,1,0.70244295799469,0.674589034557039,FALSE,1,0,0.306393157814164,"review"
444,"AI Governance",0.719708572803065,0.0169972033333033,3,0.587656535010729,0.383690095011089,3,0.587656535010729,0.536664925010819,FALSE,3,0,0.15297482999973,"review"
445,"Healthcare",0.663595150047913,0.0348188385250978,10,0.755748327891319,0.337922265590145,2,0.738284719202082,0.668647042151887,TRUE,2,0.0174636086892364,0.330724776561742,"acceptable"
446,"Financial Risk",0.598468340504915,0.0244827379076742,6,0.818230899742302,0.524438044850212,5,0.67172534283031,0.54931165329194,TRUE,5,0.146505556911991,0.0248736084417279,"acceptable"
447,"Organizational Strategy",0.613963196298573,0.0211844602040946,11,0.764643727254194,0.510430204805059,1,0.633935619171338,0.612751158967244,TRUE,1,0.130708108082856,0.102320954162185,"acceptable"
448,"Infrastructure",0.605334537357558,0.0191787491599098,12,0.648640582257726,0.418495592338808,4,0.642327944160978,0.565612947521339,TRUE,4,0.00631263809674731,0.147117355182531,"acceptable"
449,"Financial Risk",0.594717802107334,0.0241522325086407,8,0.838178233010694,0.548351442907005,1,0.77446697433626,0.750314741827619,TRUE,1,0.0637112586744348,0.201963298920613,"acceptable"
450,"Infrastructure",0.673540226800833,0.0285631155804731,1,0.829928180074067,0.48717079310839,1,0.829928180074067,0.801365064493594,TRUE,1,0,0.314194271385204,"acceptable"
451,"Infrastructure",0.777200972500723,0.0147347715403885,11,0.849135445263237,0.672318186778575,11,0.849135445263237,0.687052958318964,TRUE,11,0,0.0147347715403884,"review"
452,"Public Policy",0.593257304534782,0.0161725540924817,10,0.847979429969564,0.653908780859783,6,0.651500103070804,0.554464778515914,TRUE,6,0.19647932689876,-0.0994440023438696,"acceptable"
453,"Healthcare",0.598675499786623,0.0159897775715217,6,0.830801247097552,0.638923916239291,1,0.605263485938938,0.589273708367416,TRUE,1,0.225537761158614,-0.0496502078718749,"review"
454,"Organizational Strategy",0.716696664351039,0.01635876650922,8,0.668452005405149,0.472146807294509,8,0.668452005405149,0.537581873331389,FALSE,8,0,0.06543506603688,"review"
455,"Public Policy",0.705314228918869,0.0298821253702044,11,0.808263073019589,0.449677568577135,6,0.759291700935783,0.579998948714557,TRUE,6,0.0489713720838052,0.130321380137421,"acceptable"
456,"Financial Risk",0.6186892731837,0.0116617828817107,3,0.932240570792928,0.7922991762124,2,0.623863329616588,0.600539763853167,TRUE,2,0.30837724117634,-0.191759412359234,"review"
457,"Infrastructure",0.639625094234943,0.0237970734247938,2,0.741436147634433,0.455871266536907,2,0.741436147634433,0.693842000784845,TRUE,2,0,0.237970734247938,"acceptable"
458,"AI Governance",0.671770517970435,0.0089625688502565,7,0.755914930584932,0.648364104381854,3,0.699191375162036,0.672303668611266,TRUE,3,0.056723555422896,0.0239395642294125,"acceptable"
459,"Organizational Strategy",0.81589290084783,0.0125651964754798,11,0.882584245248891,0.731801887543134,11,0.882584245248891,0.744367084018614,TRUE,11,0,0.0125651964754797,"review"
460,"AI Governance",0.696066079712473,0.0143040729849599,12,0.913656836142763,0.742007960323244,1,0.904815300245616,0.890511227260656,TRUE,1,0.00884153589714742,0.148503266937412,"acceptable"
461,"Organizational Strategy",0.608460389883257,0.00554629070684314,1,0.731805743919893,0.665250255437776,1,0.731805743919893,0.72625945321305,TRUE,1,0,0.0610091977752746,"acceptable"
462,"Public Policy",0.748783159556333,0.0260815022373572,6,0.800846207163402,0.487868180315116,2,0.778530910389156,0.726367905914442,TRUE,2,0.022315296774246,0.238499725599326,"acceptable"
463,"Healthcare",0.648062223272864,0.0102706146426499,9,0.749461519571401,0.626214143859602,1,0.688615549921821,0.678344935279171,TRUE,1,0.0608459696495798,0.052130791419569,"acceptable"
464,"AI Governance",0.602004497835878,0.012743952840101,6,0.788836733233236,0.635909299152024,6,0.788836733233236,0.71237301619263,TRUE,6,0,0.0764637170406058,"acceptable"
465,"Financial Risk",0.694423296365421,0.0176373882521875,6,0.741265948285949,0.529617289259699,6,0.741265948285949,0.635441618772824,TRUE,6,0,0.105824329513125,"acceptable"
466,"Financial Risk",0.642496442194097,0.00609853218775243,7,0.781176847347718,0.707994461094689,3,0.680737630421438,0.662442033858181,TRUE,3,0.10043921692628,-0.0455524272365083,"acceptable"
467,"Infrastructure",0.723281250002328,0.0160702134645544,8,0.750857656284431,0.558015094709779,8,0.750857656284431,0.622295948567996,TRUE,8,0,0.0642808538582176,"acceptable"
