trial,scenario,expected_value_strategy,expected_value_payoff,expected_utility_strategy,expected_utility_payoff,subjective_expected_utility_strategy,subjective_expected_utility_payoff,robust_strategy,robust_payoff,satisficing_strategy,satisficing_payoff,noisy_expected_value_strategy,noisy_expected_value_payoff
405,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
406,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
407,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
408,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
409,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
410,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
411,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
412,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
413,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
414,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
415,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
416,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
417,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
418,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
419,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
420,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Balanced,18.0
421,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
422,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
423,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
424,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
425,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
426,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Balanced,42.0
427,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
428,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
429,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
430,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
431,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
432,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
433,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
434,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
435,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
436,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
437,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
438,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
439,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
440,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Balanced,18.0
441,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
442,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
443,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
444,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
445,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
446,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
447,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
448,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
449,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
450,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
451,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
452,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
453,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Balanced,42.0
454,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
455,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
456,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Balanced,42.0
457,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
458,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
459,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
460,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
461,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
462,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
463,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
464,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
465,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Defensive,58.0
466,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
467,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
468,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
469,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
470,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Balanced,42.0
471,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
472,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
473,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
474,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
475,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
476,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
477,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Balanced,18.0
478,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
479,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
480,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Defensive,58.0
481,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
482,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
483,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
484,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
485,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
486,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
487,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
488,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
489,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
490,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
491,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Balanced,18.0
492,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
493,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
494,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
495,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
496,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
497,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
498,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
499,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Defensive,54.0
500,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
501,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
502,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
503,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
504,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
505,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
506,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
507,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
508,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
509,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Defensive,62.0
510,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
511,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
512,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
513,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
514,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
515,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
516,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
517,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
518,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
519,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
520,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Balanced,18.0
521,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
522,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
523,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
524,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
525,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
526,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Aggressive,50.0
527,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Balanced,18.0
528,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
529,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
530,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
531,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
532,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Balanced,18.0
533,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
534,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
535,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
536,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Balanced,18.0
537,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Balanced,18.0
538,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
539,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
540,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
541,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
542,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
543,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
544,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
545,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
546,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
547,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
548,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
549,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
550,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
551,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
552,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
553,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Defensive,58.0
554,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Balanced,18.0
555,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Balanced,18.0
556,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
557,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
558,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
559,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
560,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
561,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
562,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
563,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
564,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
565,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Balanced,18.0
566,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
567,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
568,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
569,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
570,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Balanced,68.0
571,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
572,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
573,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
574,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
575,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
576,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
577,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
578,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
579,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
580,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
581,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Balanced,18.0
582,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
583,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
584,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
585,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
586,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Balanced,42.0
587,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Balanced,18.0
588,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
589,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Adaptive,72.0
590,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
591,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Defensive,62.0
592,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
593,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
594,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Balanced,42.0
595,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Balanced,42.0
596,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Balanced,18.0
597,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
598,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
599,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
600,Moderate Shock,Adaptive,70.0,Adaptive,70.0,Adaptive,70.0,Balanced,68.0,Aggressive,50.0,Adaptive,70.0
601,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Adaptive,36.0
602,Severe Disruption,Adaptive,36.0,Adaptive,36.0,Adaptive,36.0,Balanced,18.0,Defensive,44.0,Balanced,18.0
603,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
604,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
605,Institutional Constraint,Adaptive,72.0,Adaptive,72.0,Adaptive,72.0,Balanced,42.0,Adaptive,72.0,Balanced,42.0
606,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Balanced,92.0
607,Stable Growth,Adaptive,88.0,Adaptive,88.0,Adaptive,88.0,Balanced,92.0,Aggressive,128.0,Adaptive,88.0
