"case_id","domain","option_name","expected_utility","prospect_score","rank_divergence","review_flag"
339,"Infrastructure","Status Quo",9.56022422927163,61.3441867668921,3,"acceptable"
346,"Healthcare","Balanced Alternative",12.5768833951771,94.361800930192,-3,"review"
348,"Financial Risk","Loss-Avoidance Alternative",12.5474556278048,97.1725647973678,-3,"acceptable"
407,"Financial Risk","Loss-Avoidance Alternative",6.71705792697605,30.1753284880791,3,"acceptable"
439,"Organizational Strategy","Cautious Alternative",10.9164572493583,75.7360372056621,-3,"acceptable"
443,"Healthcare","High-Upside Alternative",9.294353514589,66.6688994542652,3,"review"
446,"AI Governance","Status Quo",0.646235555647591,-32.5832224977248,3,"review"
458,"Financial Risk","Loss-Avoidance Alternative",-4.82929039073434,-66.2607642739323,-3,"review"
488,"Infrastructure","Balanced Alternative",2.07990690545375,-12.5884377549643,3,"acceptable"
494,"Financial Risk","Loss-Avoidance Alternative",7.15540094060402,31.6831294725649,-3,"review"
519,"Public Policy","High-Upside Alternative",5.18752012564659,15.6565539023825,3,"review"
529,"AI Governance","Status Quo",2.47131200427039,-15.9125726033522,3,"acceptable"
550,"Organizational Strategy","Status Quo",-0.940095642494733,-41.4352196572581,3,"review"
554,"Healthcare","Status Quo",-6.63019124477392,-108.600726979312,3,"acceptable"
560,"Public Policy","High-Upside Alternative",-0.669940480143128,-58.5777368321934,-3,"acceptable"
578,"Healthcare","Status Quo",10.8595591602679,68.5392804130588,-3,"acceptable"
642,"AI Governance","Status Quo",-5.92653828434595,-87.8646882971751,3,"acceptable"
645,"AI Governance","High-Upside Alternative",7.83364807808579,45.9449755495925,-3,"review"
650,"AI Governance","Balanced Alternative",-7.50658378919173,-104.749165182005,3,"acceptable"
675,"Infrastructure","Loss-Avoidance Alternative",-1.37454021322169,-79.329744514738,-3,"review"
705,"AI Governance","High-Upside Alternative",-0.0826692724213665,-60.5355193296148,-3,"acceptable"
47,"Public Policy","Balanced Alternative",4.40397340652344,-3.15650271690218,-2,"acceptable"
89,"Infrastructure","Status Quo",9.40030900472739,59.7035018683455,2,"acceptable"
153,"Public Policy","Cautious Alternative",14.0579382412315,95.9852099684752,2,"review"
162,"Organizational Strategy","Cautious Alternative",-10.0345811926276,-125.486036798876,2,"acceptable"
260,"Infrastructure","Balanced Alternative",14.1988028152917,170.849503799366,2,"review"
295,"Public Policy","Status Quo",6.89263171566245,30.6075638067911,-2,"review"
354,"Organizational Strategy","Balanced Alternative",4.69167566575746,7.98081412403288,2,"acceptable"
429,"Healthcare","Status Quo",10.3776137567808,68.3909629160624,-2,"review"
455,"Infrastructure","Balanced Alternative",8.47551596213791,42.0736809730723,-2,"acceptable"
475,"Financial Risk","Balanced Alternative",-7.09169093817284,-152.094996164248,-2,"acceptable"
508,"Healthcare","Loss-Avoidance Alternative",-1.67930251611821,-51.0765525251582,2,"acceptable"
526,"Infrastructure","Balanced Alternative",-7.48045432139683,-127.353790947662,-2,"review"
528,"Infrastructure","High-Upside Alternative",-8.86243342957128,-152.031694774077,-2,"review"
683,"Financial Risk","Loss-Avoidance Alternative",7.29624051307686,41.3941330343061,2,"acceptable"
7,"Healthcare","High-Upside Alternative",11.3272400371085,81.0642200353209,-1,"review"
14,"Infrastructure","High-Upside Alternative",10.66472293084,69.7584630877935,1,"review"
32,"Organizational Strategy","Status Quo",9.52552751626053,62.8126418584837,-1,"review"
42,"AI Governance","Status Quo",-1.78841552748838,-62.3162554696969,1,"review"
72,"Public Policy","Status Quo",15.2211747858889,248.654050098295,1,"review"
84,"Public Policy","Loss-Avoidance Alternative",6.89397264406433,32.7325537723565,1,"acceptable"
93,"Healthcare","Status Quo",-6.67978712348373,-181.242677553811,-1,"review"
101,"AI Governance","Loss-Avoidance Alternative",0.277904421956237,-47.8194399645127,1,"acceptable"
116,"AI Governance","Balanced Alternative",6.84086384296743,27.2707180404977,-1,"acceptable"
121,"Healthcare","High-Upside Alternative",8.2061890301765,48.1783907914279,-1,"acceptable"
169,"Infrastructure","Balanced Alternative",0.73466889356555,-56.0771094952681,-1,"acceptable"
203,"Organizational Strategy","Loss-Avoidance Alternative",-6.29279636841228,-100.924770463374,1,"acceptable"
220,"Infrastructure","Status Quo",8.66447573285261,46.8635260029172,-1,"review"
246,"Infrastructure","Balanced Alternative",6.97020101549235,24.3222810432842,-1,"review"
277,"Financial Risk","Loss-Avoidance Alternative",8.847484879667,52.3412477345009,-1,"review"
294,"Financial Risk","Cautious Alternative",10.1429466073723,65.236599421395,-1,"acceptable"
322,"Infrastructure","High-Upside Alternative",7.08906913260893,31.1167388576951,1,"acceptable"
440,"Organizational Strategy","Loss-Avoidance Alternative",9.45304170630577,60.4878560381828,-1,"acceptable"
481,"AI Governance","High-Upside Alternative",-8.67417519600864,-165.024432535898,1,"review"
491,"Financial Risk","Cautious Alternative",-4.3457060807143,-61.541465820628,-1,"acceptable"
493,"AI Governance","Balanced Alternative",0.0533023821822916,-53.8428650877084,1,"acceptable"
510,"Healthcare","Status Quo",-8.9924161347822,-256.200938222584,-1,"review"
552,"AI Governance","Cautious Alternative",15.1838259889004,180.178900251894,1,"review"
635,"Healthcare","High-Upside Alternative",-9.12120960129391,-242.400652772603,1,"review"
644,"Financial Risk","Cautious Alternative",6.95125482410058,29.7584815359988,-1,"review"
648,"Healthcare","High-Upside Alternative",6.50345756461933,23.1282149972933,1,"acceptable"
656,"Infrastructure","Status Quo",10.1182940433641,63.4863975410842,-1,"acceptable"
690,"Infrastructure","Loss-Avoidance Alternative",-4.26152410454842,-90.5292545422426,-1,"review"
18,"Public Policy","Status Quo",-6.42504898724376,-127.175021457525,0,"review"
74,"Financial Risk","Status Quo",10.3041322725463,70.6048279264132,0,"review"
108,"Financial Risk","Status Quo",16.2029542145661,136.434827372836,0,"acceptable"
133,"Organizational Strategy","High-Upside Alternative",7.56150477738019,37.2078954696357,0,"acceptable"
187,"Financial Risk","Cautious Alternative",8.65714663074782,48.9050962625575,0,"acceptable"
198,"Public Policy","Cautious Alternative",5.26919495812522,15.1175159107539,0,"acceptable"
279,"Organizational Strategy","Balanced Alternative",15.3127057048771,164.390531582251,0,"review"
300,"AI Governance","Balanced Alternative",-3.64384082586702,-70.3982883347359,0,"acceptable"
434,"Public Policy","Cautious Alternative",-9.75974550410356,-214.935107383334,0,"review"
497,"Healthcare","Loss-Avoidance Alternative",12.7735406835346,111.541739207415,0,"acceptable"
615,"Financial Risk","Cautious Alternative",1.01182340369358,-25.1548555697705,0,"review"
630,"Infrastructure","Cautious Alternative",-7.09599665913587,-103.712956579757,0,"review"
655,"Infrastructure","Status Quo",10.7282071827567,73.8994859327262,0,"review"
711,"Healthcare","High-Upside Alternative",-5.89876880907185,-109.766061975512,0,"acceptable"
