trial,scenario,expected_value_strategy,expected_value_payoff,ambiguity_averse_strategy,ambiguity_averse_payoff,minimax_regret_strategy,minimax_regret_payoff,adaptive_strategy,adaptive_payoff,recent_loss_count,monitoring_trigger_active
437,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
438,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
439,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Preserve Option,31.7832,0,False
440,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
441,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
442,Delayed feedback,Adaptive Pathway,38.5476,Preserve Option,39.1416,Adaptive Pathway,38.5476,Preserve Option,39.1416,0,False
443,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
444,Delayed feedback,Adaptive Pathway,38.5476,Preserve Option,39.1416,Adaptive Pathway,38.5476,Preserve Option,39.1416,0,False
445,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
446,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Preserve Option,31.7832,0,False
447,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
448,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
449,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
450,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Preserve Option,31.7832,0,False
451,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
452,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
453,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
454,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
455,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
456,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
457,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
458,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
459,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
460,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
461,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
462,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
463,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
464,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
465,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
466,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
467,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
468,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
469,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
470,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
471,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
472,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
473,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
474,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
475,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
476,Delayed feedback,Adaptive Pathway,38.5476,Preserve Option,39.1416,Adaptive Pathway,38.5476,Preserve Option,39.1416,0,False
477,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
478,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
479,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
480,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
481,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
482,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
483,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
484,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
485,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
486,Delayed feedback,Adaptive Pathway,38.5476,Preserve Option,39.1416,Adaptive Pathway,38.5476,Preserve Option,39.1416,0,False
487,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
488,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
489,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
490,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
491,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
492,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
493,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
494,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
495,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
496,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
497,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
498,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
499,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
500,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
501,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
502,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
503,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
504,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
505,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
506,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
507,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
508,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
509,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
510,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
511,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
512,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
513,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
514,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
515,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
516,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
517,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Preserve Option,46.588,0,False
518,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
519,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
520,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
521,Delayed feedback,Adaptive Pathway,38.5476,Preserve Option,39.1416,Adaptive Pathway,38.5476,Preserve Option,39.1416,0,False
522,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
523,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
524,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
525,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
526,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
527,Delayed feedback,Adaptive Pathway,38.5476,Preserve Option,39.1416,Adaptive Pathway,38.5476,Preserve Option,39.1416,0,False
528,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
529,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
530,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
531,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
532,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
533,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
534,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
535,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
536,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
537,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
538,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
539,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
540,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
541,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
542,Delayed feedback,Adaptive Pathway,38.5476,Preserve Option,39.1416,Adaptive Pathway,38.5476,Preserve Option,39.1416,0,False
543,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
544,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
545,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
546,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
547,Delayed feedback,Adaptive Pathway,38.5476,Preserve Option,39.1416,Adaptive Pathway,38.5476,Preserve Option,39.1416,0,False
548,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
549,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
550,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
551,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
552,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
553,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
554,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
555,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
556,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Preserve Option,31.7832,0,False
557,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
558,Delayed feedback,Adaptive Pathway,38.5476,Preserve Option,39.1416,Adaptive Pathway,38.5476,Preserve Option,39.1416,0,False
559,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
560,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
561,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
562,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
563,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
564,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
565,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
566,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
567,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Preserve Option,46.588,0,False
568,Delayed feedback,Adaptive Pathway,38.5476,Preserve Option,39.1416,Adaptive Pathway,38.5476,Preserve Option,39.1416,0,False
569,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
570,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
571,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
572,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
573,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
574,Delayed feedback,Adaptive Pathway,38.5476,Preserve Option,39.1416,Adaptive Pathway,38.5476,Preserve Option,39.1416,0,False
575,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
576,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
577,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Preserve Option,31.7832,0,False
578,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
579,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
580,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
581,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
582,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
583,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
584,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Preserve Option,46.588,0,False
585,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
586,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Preserve Option,46.588,0,False
587,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
588,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
589,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
590,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
591,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
592,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Preserve Option,46.588,0,False
593,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
594,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
595,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
596,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
597,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
598,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
599,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
600,Delayed feedback,Adaptive Pathway,38.5476,Preserve Option,39.1416,Adaptive Pathway,38.5476,Preserve Option,39.1416,0,False
601,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
602,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
603,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
604,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
605,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
606,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
607,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
608,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
609,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
610,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
611,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
612,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
613,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
614,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
615,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
616,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
617,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
618,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
619,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
620,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
621,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
622,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
623,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
624,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
625,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
626,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
627,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
628,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
629,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
630,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
631,Delayed feedback,Adaptive Pathway,38.5476,Preserve Option,39.1416,Adaptive Pathway,38.5476,Preserve Option,39.1416,0,False
632,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
633,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
634,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
635,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
636,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
637,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
638,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
639,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
640,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
641,Delayed feedback,Adaptive Pathway,38.5476,Preserve Option,39.1416,Adaptive Pathway,38.5476,Preserve Option,39.1416,0,False
642,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
643,Severe,Adaptive Pathway,0.8792,Preserve Option,8.5984,Adaptive Pathway,0.8792,Preserve Option,8.5984,0,False
644,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
645,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
646,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Preserve Option,31.7832,0,False
647,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
648,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Preserve Option,31.7832,0,False
649,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
650,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
651,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
652,Baseline,Adaptive Pathway,58.196,Preserve Option,46.588,Adaptive Pathway,58.196,Expand,64.004,0,False
653,Delayed feedback,Adaptive Pathway,38.5476,Preserve Option,39.1416,Adaptive Pathway,38.5476,Preserve Option,39.1416,0,False
654,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Adaptive Pathway,35.7876,0,False
655,Novel shock,Adaptive Pathway,-11.0644,Preserve Option,2.684,Adaptive Pathway,-11.0644,Preserve Option,2.684,0,True
656,Adverse,Adaptive Pathway,35.7876,Preserve Option,31.7832,Adaptive Pathway,35.7876,Preserve Option,31.7832,0,False
