trial,alternative,decision_quality_score,architecture_score,minimum_component_score,outcome,favorable_outcome,review_trigger,case_classification
781,Robust Adaptive Pathway,0.8707,0.8555,0.82,119.252,True,False,good process and good outcome
782,Robust Adaptive Pathway,0.8707,0.8555,0.82,94.2343,True,False,good process and good outcome
783,Robust Adaptive Pathway,0.8707,0.8555,0.82,142.7875,True,False,good process and good outcome
784,Robust Adaptive Pathway,0.8707,0.8555,0.82,126.347,True,False,good process and good outcome
785,Robust Adaptive Pathway,0.8707,0.8555,0.82,81.6407,True,False,good process and good outcome
786,Robust Adaptive Pathway,0.8707,0.8555,0.82,164.7452,True,False,good process and good outcome
787,Robust Adaptive Pathway,0.8707,0.8555,0.82,100.1906,True,False,good process and good outcome
788,Robust Adaptive Pathway,0.8707,0.8555,0.82,115.1853,True,False,good process and good outcome
789,Robust Adaptive Pathway,0.8707,0.8555,0.82,92.22,True,False,good process and good outcome
790,Robust Adaptive Pathway,0.8707,0.8555,0.82,130.844,True,False,good process and good outcome
791,Robust Adaptive Pathway,0.8707,0.8555,0.82,129.1924,True,False,good process and good outcome
792,Robust Adaptive Pathway,0.8707,0.8555,0.82,116.2621,True,False,good process and good outcome
793,Robust Adaptive Pathway,0.8707,0.8555,0.82,139.6158,True,False,good process and good outcome
794,Robust Adaptive Pathway,0.8707,0.8555,0.82,138.4327,True,False,good process and good outcome
795,Robust Adaptive Pathway,0.8707,0.8555,0.82,85.2887,True,False,good process and good outcome
796,Robust Adaptive Pathway,0.8707,0.8555,0.82,105.6081,True,False,good process and good outcome
797,Robust Adaptive Pathway,0.8707,0.8555,0.82,130.9486,True,False,good process and good outcome
798,Robust Adaptive Pathway,0.8707,0.8555,0.82,150.4707,True,False,good process and good outcome
799,Robust Adaptive Pathway,0.8707,0.8555,0.82,67.52,False,False,good process exposed to unfavorable uncertainty
800,Robust Adaptive Pathway,0.8707,0.8555,0.82,121.2247,True,False,good process and good outcome
801,Robust Adaptive Pathway,0.8707,0.8555,0.82,123.5356,True,False,good process and good outcome
802,Robust Adaptive Pathway,0.8707,0.8555,0.82,145.5423,True,False,good process and good outcome
803,Robust Adaptive Pathway,0.8707,0.8555,0.82,142.2151,True,False,good process and good outcome
804,Robust Adaptive Pathway,0.8707,0.8555,0.82,140.7771,True,False,good process and good outcome
805,Robust Adaptive Pathway,0.8707,0.8555,0.82,150.5651,True,False,good process and good outcome
806,Robust Adaptive Pathway,0.8707,0.8555,0.82,89.6918,True,False,good process and good outcome
807,Robust Adaptive Pathway,0.8707,0.8555,0.82,131.8832,True,False,good process and good outcome
808,Robust Adaptive Pathway,0.8707,0.8555,0.82,159.7743,True,False,good process and good outcome
809,Robust Adaptive Pathway,0.8707,0.8555,0.82,105.504,True,False,good process and good outcome
810,Robust Adaptive Pathway,0.8707,0.8555,0.82,132.3582,True,False,good process and good outcome
811,Robust Adaptive Pathway,0.8707,0.8555,0.82,152.0563,True,False,good process and good outcome
812,Robust Adaptive Pathway,0.8707,0.8555,0.82,120.5011,True,False,good process and good outcome
813,Robust Adaptive Pathway,0.8707,0.8555,0.82,91.6847,True,False,good process and good outcome
814,Robust Adaptive Pathway,0.8707,0.8555,0.82,58.1776,False,True,good process exposed to unfavorable uncertainty
815,Robust Adaptive Pathway,0.8707,0.8555,0.82,131.5512,True,False,good process and good outcome
816,Robust Adaptive Pathway,0.8707,0.8555,0.82,141.0576,True,False,good process and good outcome
817,Robust Adaptive Pathway,0.8707,0.8555,0.82,90.3952,True,False,good process and good outcome
818,Robust Adaptive Pathway,0.8707,0.8555,0.82,96.818,True,False,good process and good outcome
819,Robust Adaptive Pathway,0.8707,0.8555,0.82,119.5931,True,False,good process and good outcome
820,Robust Adaptive Pathway,0.8707,0.8555,0.82,93.1883,True,False,good process and good outcome
821,Robust Adaptive Pathway,0.8707,0.8555,0.82,76.8034,True,False,good process and good outcome
822,Robust Adaptive Pathway,0.8707,0.8555,0.82,118.9167,True,False,good process and good outcome
823,Robust Adaptive Pathway,0.8707,0.8555,0.82,56.9478,False,True,good process exposed to unfavorable uncertainty
824,Robust Adaptive Pathway,0.8707,0.8555,0.82,116.4251,True,False,good process and good outcome
825,Robust Adaptive Pathway,0.8707,0.8555,0.82,125.8262,True,False,good process and good outcome
826,Robust Adaptive Pathway,0.8707,0.8555,0.82,104.3448,True,False,good process and good outcome
827,Robust Adaptive Pathway,0.8707,0.8555,0.82,111.6916,True,False,good process and good outcome
828,Robust Adaptive Pathway,0.8707,0.8555,0.82,80.6338,True,False,good process and good outcome
829,Robust Adaptive Pathway,0.8707,0.8555,0.82,133.9622,True,False,good process and good outcome
830,Robust Adaptive Pathway,0.8707,0.8555,0.82,93.1875,True,False,good process and good outcome
831,Robust Adaptive Pathway,0.8707,0.8555,0.82,92.1463,True,False,good process and good outcome
832,Robust Adaptive Pathway,0.8707,0.8555,0.82,96.4166,True,False,good process and good outcome
833,Robust Adaptive Pathway,0.8707,0.8555,0.82,118.6465,True,False,good process and good outcome
834,Robust Adaptive Pathway,0.8707,0.8555,0.82,114.8142,True,False,good process and good outcome
835,Robust Adaptive Pathway,0.8707,0.8555,0.82,94.6653,True,False,good process and good outcome
836,Robust Adaptive Pathway,0.8707,0.8555,0.82,130.9736,True,False,good process and good outcome
837,Robust Adaptive Pathway,0.8707,0.8555,0.82,122.379,True,False,good process and good outcome
838,Robust Adaptive Pathway,0.8707,0.8555,0.82,133.4449,True,False,good process and good outcome
839,Robust Adaptive Pathway,0.8707,0.8555,0.82,133.0072,True,False,good process and good outcome
840,Robust Adaptive Pathway,0.8707,0.8555,0.82,91.4229,True,False,good process and good outcome
841,Robust Adaptive Pathway,0.8707,0.8555,0.82,93.8952,True,False,good process and good outcome
842,Robust Adaptive Pathway,0.8707,0.8555,0.82,130.7223,True,False,good process and good outcome
843,Robust Adaptive Pathway,0.8707,0.8555,0.82,90.1298,True,False,good process and good outcome
844,Robust Adaptive Pathway,0.8707,0.8555,0.82,110.2691,True,False,good process and good outcome
845,Robust Adaptive Pathway,0.8707,0.8555,0.82,120.6837,True,False,good process and good outcome
846,Robust Adaptive Pathway,0.8707,0.8555,0.82,98.9525,True,False,good process and good outcome
847,Robust Adaptive Pathway,0.8707,0.8555,0.82,102.2816,True,False,good process and good outcome
848,Robust Adaptive Pathway,0.8707,0.8555,0.82,116.4423,True,False,good process and good outcome
849,Robust Adaptive Pathway,0.8707,0.8555,0.82,119.0157,True,False,good process and good outcome
850,Robust Adaptive Pathway,0.8707,0.8555,0.82,98.2174,True,False,good process and good outcome
851,Robust Adaptive Pathway,0.8707,0.8555,0.82,129.4458,True,False,good process and good outcome
852,Robust Adaptive Pathway,0.8707,0.8555,0.82,163.0908,True,False,good process and good outcome
853,Robust Adaptive Pathway,0.8707,0.8555,0.82,112.749,True,False,good process and good outcome
854,Robust Adaptive Pathway,0.8707,0.8555,0.82,96.2205,True,False,good process and good outcome
855,Robust Adaptive Pathway,0.8707,0.8555,0.82,117.6883,True,False,good process and good outcome
856,Robust Adaptive Pathway,0.8707,0.8555,0.82,51.6701,False,True,good process exposed to unfavorable uncertainty
857,Robust Adaptive Pathway,0.8707,0.8555,0.82,131.3311,True,False,good process and good outcome
858,Robust Adaptive Pathway,0.8707,0.8555,0.82,73.3593,False,False,good process exposed to unfavorable uncertainty
859,Robust Adaptive Pathway,0.8707,0.8555,0.82,140.5014,True,False,good process and good outcome
860,Robust Adaptive Pathway,0.8707,0.8555,0.82,99.201,True,False,good process and good outcome
861,Robust Adaptive Pathway,0.8707,0.8555,0.82,163.276,True,False,good process and good outcome
862,Robust Adaptive Pathway,0.8707,0.8555,0.82,125.4467,True,False,good process and good outcome
863,Robust Adaptive Pathway,0.8707,0.8555,0.82,99.6746,True,False,good process and good outcome
864,Robust Adaptive Pathway,0.8707,0.8555,0.82,90.7072,True,False,good process and good outcome
865,Robust Adaptive Pathway,0.8707,0.8555,0.82,78.7069,True,False,good process and good outcome
866,Robust Adaptive Pathway,0.8707,0.8555,0.82,122.4757,True,False,good process and good outcome
867,Robust Adaptive Pathway,0.8707,0.8555,0.82,96.0102,True,False,good process and good outcome
868,Robust Adaptive Pathway,0.8707,0.8555,0.82,122.9952,True,False,good process and good outcome
869,Robust Adaptive Pathway,0.8707,0.8555,0.82,123.706,True,False,good process and good outcome
870,Robust Adaptive Pathway,0.8707,0.8555,0.82,105.7904,True,False,good process and good outcome
871,Robust Adaptive Pathway,0.8707,0.8555,0.82,102.6641,True,False,good process and good outcome
872,Robust Adaptive Pathway,0.8707,0.8555,0.82,99.0743,True,False,good process and good outcome
873,Robust Adaptive Pathway,0.8707,0.8555,0.82,107.3182,True,False,good process and good outcome
874,Robust Adaptive Pathway,0.8707,0.8555,0.82,132.3491,True,False,good process and good outcome
875,Robust Adaptive Pathway,0.8707,0.8555,0.82,101.3301,True,False,good process and good outcome
876,Robust Adaptive Pathway,0.8707,0.8555,0.82,146.1996,True,False,good process and good outcome
877,Robust Adaptive Pathway,0.8707,0.8555,0.82,135.0647,True,False,good process and good outcome
878,Robust Adaptive Pathway,0.8707,0.8555,0.82,93.6245,True,False,good process and good outcome
879,Robust Adaptive Pathway,0.8707,0.8555,0.82,119.1132,True,False,good process and good outcome
880,Robust Adaptive Pathway,0.8707,0.8555,0.82,105.0924,True,False,good process and good outcome
881,Robust Adaptive Pathway,0.8707,0.8555,0.82,130.9606,True,False,good process and good outcome
882,Robust Adaptive Pathway,0.8707,0.8555,0.82,108.9943,True,False,good process and good outcome
883,Robust Adaptive Pathway,0.8707,0.8555,0.82,123.3979,True,False,good process and good outcome
884,Robust Adaptive Pathway,0.8707,0.8555,0.82,86.0205,True,False,good process and good outcome
885,Robust Adaptive Pathway,0.8707,0.8555,0.82,80.283,True,False,good process and good outcome
886,Robust Adaptive Pathway,0.8707,0.8555,0.82,129.7215,True,False,good process and good outcome
887,Robust Adaptive Pathway,0.8707,0.8555,0.82,141.6471,True,False,good process and good outcome
888,Robust Adaptive Pathway,0.8707,0.8555,0.82,108.1068,True,False,good process and good outcome
889,Robust Adaptive Pathway,0.8707,0.8555,0.82,107.8454,True,False,good process and good outcome
890,Robust Adaptive Pathway,0.8707,0.8555,0.82,86.0822,True,False,good process and good outcome
891,Robust Adaptive Pathway,0.8707,0.8555,0.82,122.3391,True,False,good process and good outcome
892,Robust Adaptive Pathway,0.8707,0.8555,0.82,92.9643,True,False,good process and good outcome
893,Robust Adaptive Pathway,0.8707,0.8555,0.82,112.2365,True,False,good process and good outcome
894,Robust Adaptive Pathway,0.8707,0.8555,0.82,122.2568,True,False,good process and good outcome
895,Robust Adaptive Pathway,0.8707,0.8555,0.82,108.7292,True,False,good process and good outcome
896,Robust Adaptive Pathway,0.8707,0.8555,0.82,80.4408,True,False,good process and good outcome
897,Robust Adaptive Pathway,0.8707,0.8555,0.82,92.7295,True,False,good process and good outcome
898,Robust Adaptive Pathway,0.8707,0.8555,0.82,115.429,True,False,good process and good outcome
899,Robust Adaptive Pathway,0.8707,0.8555,0.82,148.6261,True,False,good process and good outcome
900,Robust Adaptive Pathway,0.8707,0.8555,0.82,109.4922,True,False,good process and good outcome
901,Robust Adaptive Pathway,0.8707,0.8555,0.82,125.4913,True,False,good process and good outcome
902,Robust Adaptive Pathway,0.8707,0.8555,0.82,100.3516,True,False,good process and good outcome
903,Robust Adaptive Pathway,0.8707,0.8555,0.82,107.4233,True,False,good process and good outcome
904,Robust Adaptive Pathway,0.8707,0.8555,0.82,85.057,True,False,good process and good outcome
905,Robust Adaptive Pathway,0.8707,0.8555,0.82,85.5994,True,False,good process and good outcome
906,Robust Adaptive Pathway,0.8707,0.8555,0.82,128.8257,True,False,good process and good outcome
907,Robust Adaptive Pathway,0.8707,0.8555,0.82,118.8688,True,False,good process and good outcome
908,Robust Adaptive Pathway,0.8707,0.8555,0.82,119.7832,True,False,good process and good outcome
909,Robust Adaptive Pathway,0.8707,0.8555,0.82,108.5253,True,False,good process and good outcome
910,Robust Adaptive Pathway,0.8707,0.8555,0.82,83.8822,True,False,good process and good outcome
911,Robust Adaptive Pathway,0.8707,0.8555,0.82,83.2671,True,False,good process and good outcome
912,Robust Adaptive Pathway,0.8707,0.8555,0.82,90.8632,True,False,good process and good outcome
913,Robust Adaptive Pathway,0.8707,0.8555,0.82,109.5271,True,False,good process and good outcome
914,Robust Adaptive Pathway,0.8707,0.8555,0.82,125.1107,True,False,good process and good outcome
915,Robust Adaptive Pathway,0.8707,0.8555,0.82,115.3181,True,False,good process and good outcome
916,Robust Adaptive Pathway,0.8707,0.8555,0.82,127.7955,True,False,good process and good outcome
917,Robust Adaptive Pathway,0.8707,0.8555,0.82,75.8111,True,False,good process and good outcome
918,Robust Adaptive Pathway,0.8707,0.8555,0.82,107.5721,True,False,good process and good outcome
919,Robust Adaptive Pathway,0.8707,0.8555,0.82,92.2051,True,False,good process and good outcome
920,Robust Adaptive Pathway,0.8707,0.8555,0.82,107.8017,True,False,good process and good outcome
921,Robust Adaptive Pathway,0.8707,0.8555,0.82,123.8966,True,False,good process and good outcome
922,Robust Adaptive Pathway,0.8707,0.8555,0.82,111.9007,True,False,good process and good outcome
923,Robust Adaptive Pathway,0.8707,0.8555,0.82,105.7479,True,False,good process and good outcome
924,Robust Adaptive Pathway,0.8707,0.8555,0.82,76.2964,True,False,good process and good outcome
925,Robust Adaptive Pathway,0.8707,0.8555,0.82,111.0168,True,False,good process and good outcome
926,Robust Adaptive Pathway,0.8707,0.8555,0.82,154.4339,True,False,good process and good outcome
927,Robust Adaptive Pathway,0.8707,0.8555,0.82,119.4861,True,False,good process and good outcome
928,Robust Adaptive Pathway,0.8707,0.8555,0.82,90.7696,True,False,good process and good outcome
929,Robust Adaptive Pathway,0.8707,0.8555,0.82,85.0246,True,False,good process and good outcome
930,Robust Adaptive Pathway,0.8707,0.8555,0.82,110.9087,True,False,good process and good outcome
931,Robust Adaptive Pathway,0.8707,0.8555,0.82,147.1728,True,False,good process and good outcome
932,Robust Adaptive Pathway,0.8707,0.8555,0.82,105.0119,True,False,good process and good outcome
933,Robust Adaptive Pathway,0.8707,0.8555,0.82,110.8791,True,False,good process and good outcome
934,Robust Adaptive Pathway,0.8707,0.8555,0.82,101.6144,True,False,good process and good outcome
935,Robust Adaptive Pathway,0.8707,0.8555,0.82,102.2285,True,False,good process and good outcome
936,Robust Adaptive Pathway,0.8707,0.8555,0.82,104.8749,True,False,good process and good outcome
937,Robust Adaptive Pathway,0.8707,0.8555,0.82,129.4788,True,False,good process and good outcome
938,Robust Adaptive Pathway,0.8707,0.8555,0.82,120.8644,True,False,good process and good outcome
939,Robust Adaptive Pathway,0.8707,0.8555,0.82,129.1346,True,False,good process and good outcome
940,Robust Adaptive Pathway,0.8707,0.8555,0.82,121.8672,True,False,good process and good outcome
941,Robust Adaptive Pathway,0.8707,0.8555,0.82,125.6882,True,False,good process and good outcome
942,Robust Adaptive Pathway,0.8707,0.8555,0.82,127.3659,True,False,good process and good outcome
943,Robust Adaptive Pathway,0.8707,0.8555,0.82,140.6878,True,False,good process and good outcome
944,Robust Adaptive Pathway,0.8707,0.8555,0.82,145.3499,True,False,good process and good outcome
945,Robust Adaptive Pathway,0.8707,0.8555,0.82,127.3317,True,False,good process and good outcome
946,Robust Adaptive Pathway,0.8707,0.8555,0.82,94.1358,True,False,good process and good outcome
947,Robust Adaptive Pathway,0.8707,0.8555,0.82,159.021,True,False,good process and good outcome
948,Robust Adaptive Pathway,0.8707,0.8555,0.82,129.9452,True,False,good process and good outcome
949,Robust Adaptive Pathway,0.8707,0.8555,0.82,90.5586,True,False,good process and good outcome
950,Robust Adaptive Pathway,0.8707,0.8555,0.82,96.9399,True,False,good process and good outcome
951,Robust Adaptive Pathway,0.8707,0.8555,0.82,110.0272,True,False,good process and good outcome
952,Robust Adaptive Pathway,0.8707,0.8555,0.82,102.7407,True,False,good process and good outcome
953,Robust Adaptive Pathway,0.8707,0.8555,0.82,90.2762,True,False,good process and good outcome
954,Robust Adaptive Pathway,0.8707,0.8555,0.82,118.4607,True,False,good process and good outcome
955,Robust Adaptive Pathway,0.8707,0.8555,0.82,98.8931,True,False,good process and good outcome
956,Robust Adaptive Pathway,0.8707,0.8555,0.82,113.9292,True,False,good process and good outcome
957,Robust Adaptive Pathway,0.8707,0.8555,0.82,115.2004,True,False,good process and good outcome
958,Robust Adaptive Pathway,0.8707,0.8555,0.82,90.2557,True,False,good process and good outcome
959,Robust Adaptive Pathway,0.8707,0.8555,0.82,97.3277,True,False,good process and good outcome
960,Robust Adaptive Pathway,0.8707,0.8555,0.82,113.3529,True,False,good process and good outcome
961,Robust Adaptive Pathway,0.8707,0.8555,0.82,50.42,False,True,good process exposed to unfavorable uncertainty
962,Robust Adaptive Pathway,0.8707,0.8555,0.82,92.7368,True,False,good process and good outcome
963,Robust Adaptive Pathway,0.8707,0.8555,0.82,126.8969,True,False,good process and good outcome
964,Robust Adaptive Pathway,0.8707,0.8555,0.82,139.3542,True,False,good process and good outcome
965,Robust Adaptive Pathway,0.8707,0.8555,0.82,120.6158,True,False,good process and good outcome
966,Robust Adaptive Pathway,0.8707,0.8555,0.82,111.0738,True,False,good process and good outcome
967,Robust Adaptive Pathway,0.8707,0.8555,0.82,89.0276,True,False,good process and good outcome
968,Robust Adaptive Pathway,0.8707,0.8555,0.82,107.6263,True,False,good process and good outcome
969,Robust Adaptive Pathway,0.8707,0.8555,0.82,99.8878,True,False,good process and good outcome
970,Robust Adaptive Pathway,0.8707,0.8555,0.82,79.207,True,False,good process and good outcome
971,Robust Adaptive Pathway,0.8707,0.8555,0.82,123.9134,True,False,good process and good outcome
972,Robust Adaptive Pathway,0.8707,0.8555,0.82,94.6687,True,False,good process and good outcome
973,Robust Adaptive Pathway,0.8707,0.8555,0.82,96.2288,True,False,good process and good outcome
974,Robust Adaptive Pathway,0.8707,0.8555,0.82,84.9967,True,False,good process and good outcome
975,Robust Adaptive Pathway,0.8707,0.8555,0.82,105.1346,True,False,good process and good outcome
976,Robust Adaptive Pathway,0.8707,0.8555,0.82,124.6685,True,False,good process and good outcome
977,Robust Adaptive Pathway,0.8707,0.8555,0.82,95.3034,True,False,good process and good outcome
978,Robust Adaptive Pathway,0.8707,0.8555,0.82,110.5099,True,False,good process and good outcome
979,Robust Adaptive Pathway,0.8707,0.8555,0.82,63.0893,False,False,good process exposed to unfavorable uncertainty
980,Robust Adaptive Pathway,0.8707,0.8555,0.82,98.4462,True,False,good process and good outcome
981,Robust Adaptive Pathway,0.8707,0.8555,0.82,165.2716,True,False,good process and good outcome
982,Robust Adaptive Pathway,0.8707,0.8555,0.82,104.4519,True,False,good process and good outcome
983,Robust Adaptive Pathway,0.8707,0.8555,0.82,93.0338,True,False,good process and good outcome
984,Robust Adaptive Pathway,0.8707,0.8555,0.82,131.2604,True,False,good process and good outcome
985,Robust Adaptive Pathway,0.8707,0.8555,0.82,113.6566,True,False,good process and good outcome
986,Robust Adaptive Pathway,0.8707,0.8555,0.82,143.078,True,False,good process and good outcome
987,Robust Adaptive Pathway,0.8707,0.8555,0.82,109.2406,True,False,good process and good outcome
988,Robust Adaptive Pathway,0.8707,0.8555,0.82,127.8011,True,False,good process and good outcome
989,Robust Adaptive Pathway,0.8707,0.8555,0.82,112.3566,True,False,good process and good outcome
990,Robust Adaptive Pathway,0.8707,0.8555,0.82,145.3949,True,False,good process and good outcome
991,Robust Adaptive Pathway,0.8707,0.8555,0.82,108.1006,True,False,good process and good outcome
992,Robust Adaptive Pathway,0.8707,0.8555,0.82,105.9016,True,False,good process and good outcome
993,Robust Adaptive Pathway,0.8707,0.8555,0.82,141.2059,True,False,good process and good outcome
994,Robust Adaptive Pathway,0.8707,0.8555,0.82,100.9646,True,False,good process and good outcome
995,Robust Adaptive Pathway,0.8707,0.8555,0.82,114.0169,True,False,good process and good outcome
996,Robust Adaptive Pathway,0.8707,0.8555,0.82,118.8394,True,False,good process and good outcome
997,Robust Adaptive Pathway,0.8707,0.8555,0.82,93.1648,True,False,good process and good outcome
998,Robust Adaptive Pathway,0.8707,0.8555,0.82,109.5337,True,False,good process and good outcome
999,Robust Adaptive Pathway,0.8707,0.8555,0.82,105.3547,True,False,good process and good outcome
1000,Robust Adaptive Pathway,0.8707,0.8555,0.82,93.2599,True,False,good process and good outcome
1,Consensus Shortcut,0.402,0.3654,0.28,37.4377,False,True,weak process and weak outcome
2,Consensus Shortcut,0.402,0.3654,0.28,72.6554,False,True,weak process and weak outcome
3,Consensus Shortcut,0.402,0.3654,0.28,104.798,True,True,weak process with favorable outcome; possible luck
4,Consensus Shortcut,0.402,0.3654,0.28,59.7079,False,True,weak process and weak outcome
5,Consensus Shortcut,0.402,0.3654,0.28,142.3027,True,True,weak process with favorable outcome; possible luck
6,Consensus Shortcut,0.402,0.3654,0.28,80.447,True,True,weak process with favorable outcome; possible luck
7,Consensus Shortcut,0.402,0.3654,0.28,76.448,True,True,weak process with favorable outcome; possible luck
8,Consensus Shortcut,0.402,0.3654,0.28,111.5694,True,True,weak process with favorable outcome; possible luck
9,Consensus Shortcut,0.402,0.3654,0.28,106.4056,True,True,weak process with favorable outcome; possible luck
10,Consensus Shortcut,0.402,0.3654,0.28,90.6878,True,True,weak process with favorable outcome; possible luck
11,Consensus Shortcut,0.402,0.3654,0.28,121.7986,True,True,weak process with favorable outcome; possible luck
12,Consensus Shortcut,0.402,0.3654,0.28,77.2584,True,True,weak process with favorable outcome; possible luck
13,Consensus Shortcut,0.402,0.3654,0.28,18.658,False,True,weak process and weak outcome
14,Consensus Shortcut,0.402,0.3654,0.28,73.1392,False,True,weak process and weak outcome
15,Consensus Shortcut,0.402,0.3654,0.28,92.7112,True,True,weak process with favorable outcome; possible luck
16,Consensus Shortcut,0.402,0.3654,0.28,102.7529,True,True,weak process with favorable outcome; possible luck
17,Consensus Shortcut,0.402,0.3654,0.28,84.2052,True,True,weak process with favorable outcome; possible luck
18,Consensus Shortcut,0.402,0.3654,0.28,101.4555,True,True,weak process with favorable outcome; possible luck
19,Consensus Shortcut,0.402,0.3654,0.28,93.7689,True,True,weak process with favorable outcome; possible luck
20,Consensus Shortcut,0.402,0.3654,0.28,90.7329,True,True,weak process with favorable outcome; possible luck
21,Consensus Shortcut,0.402,0.3654,0.28,91.5926,True,True,weak process with favorable outcome; possible luck
22,Consensus Shortcut,0.402,0.3654,0.28,121.104,True,True,weak process with favorable outcome; possible luck
23,Consensus Shortcut,0.402,0.3654,0.28,73.4709,False,True,weak process and weak outcome
24,Consensus Shortcut,0.402,0.3654,0.28,98.7874,True,True,weak process with favorable outcome; possible luck
25,Consensus Shortcut,0.402,0.3654,0.28,50.5537,False,True,weak process and weak outcome
26,Consensus Shortcut,0.402,0.3654,0.28,66.0519,False,True,weak process and weak outcome
27,Consensus Shortcut,0.402,0.3654,0.28,81.6866,True,True,weak process with favorable outcome; possible luck
28,Consensus Shortcut,0.402,0.3654,0.28,102.7311,True,True,weak process with favorable outcome; possible luck
29,Consensus Shortcut,0.402,0.3654,0.28,85.2519,True,True,weak process with favorable outcome; possible luck
30,Consensus Shortcut,0.402,0.3654,0.28,101.0121,True,True,weak process with favorable outcome; possible luck
31,Consensus Shortcut,0.402,0.3654,0.28,100.2891,True,True,weak process with favorable outcome; possible luck
32,Consensus Shortcut,0.402,0.3654,0.28,63.0609,False,True,weak process and weak outcome
33,Consensus Shortcut,0.402,0.3654,0.28,67.4646,False,True,weak process and weak outcome
34,Consensus Shortcut,0.402,0.3654,0.28,87.7496,True,True,weak process with favorable outcome; possible luck
35,Consensus Shortcut,0.402,0.3654,0.28,76.3655,True,True,weak process with favorable outcome; possible luck
36,Consensus Shortcut,0.402,0.3654,0.28,103.3459,True,True,weak process with favorable outcome; possible luck
37,Consensus Shortcut,0.402,0.3654,0.28,126.1709,True,True,weak process with favorable outcome; possible luck
38,Consensus Shortcut,0.402,0.3654,0.28,103.409,True,True,weak process with favorable outcome; possible luck
39,Consensus Shortcut,0.402,0.3654,0.28,58.9257,False,True,weak process and weak outcome
40,Consensus Shortcut,0.402,0.3654,0.28,45.0498,False,True,weak process and weak outcome
41,Consensus Shortcut,0.402,0.3654,0.28,63.9803,False,True,weak process and weak outcome
42,Consensus Shortcut,0.402,0.3654,0.28,72.88,False,True,weak process and weak outcome
43,Consensus Shortcut,0.402,0.3654,0.28,95.9406,True,True,weak process with favorable outcome; possible luck
44,Consensus Shortcut,0.402,0.3654,0.28,71.3508,False,True,weak process and weak outcome
45,Consensus Shortcut,0.402,0.3654,0.28,93.0851,True,True,weak process with favorable outcome; possible luck
46,Consensus Shortcut,0.402,0.3654,0.28,55.2046,False,True,weak process and weak outcome
47,Consensus Shortcut,0.402,0.3654,0.28,42.1394,False,True,weak process and weak outcome
48,Consensus Shortcut,0.402,0.3654,0.28,91.1228,True,True,weak process with favorable outcome; possible luck
49,Consensus Shortcut,0.402,0.3654,0.28,76.8171,True,True,weak process with favorable outcome; possible luck
50,Consensus Shortcut,0.402,0.3654,0.28,56.0884,False,True,weak process and weak outcome
51,Consensus Shortcut,0.402,0.3654,0.28,40.1968,False,True,weak process and weak outcome
52,Consensus Shortcut,0.402,0.3654,0.28,89.761,True,True,weak process with favorable outcome; possible luck
53,Consensus Shortcut,0.402,0.3654,0.28,85.118,True,True,weak process with favorable outcome; possible luck
54,Consensus Shortcut,0.402,0.3654,0.28,90.2022,True,True,weak process with favorable outcome; possible luck
55,Consensus Shortcut,0.402,0.3654,0.28,102.3491,True,True,weak process with favorable outcome; possible luck
56,Consensus Shortcut,0.402,0.3654,0.28,61.081,False,True,weak process and weak outcome
57,Consensus Shortcut,0.402,0.3654,0.28,100.0727,True,True,weak process with favorable outcome; possible luck
58,Consensus Shortcut,0.402,0.3654,0.28,58.4586,False,True,weak process and weak outcome
59,Consensus Shortcut,0.402,0.3654,0.28,57.1218,False,True,weak process and weak outcome
60,Consensus Shortcut,0.402,0.3654,0.28,69.6493,False,True,weak process and weak outcome
61,Consensus Shortcut,0.402,0.3654,0.28,90.8135,True,True,weak process with favorable outcome; possible luck
62,Consensus Shortcut,0.402,0.3654,0.28,99.6374,True,True,weak process with favorable outcome; possible luck
63,Consensus Shortcut,0.402,0.3654,0.28,40.728,False,True,weak process and weak outcome
64,Consensus Shortcut,0.402,0.3654,0.28,40.3126,False,True,weak process and weak outcome
65,Consensus Shortcut,0.402,0.3654,0.28,86.3325,True,True,weak process with favorable outcome; possible luck
66,Consensus Shortcut,0.402,0.3654,0.28,75.6315,True,True,weak process with favorable outcome; possible luck
67,Consensus Shortcut,0.402,0.3654,0.28,80.3433,True,True,weak process with favorable outcome; possible luck
68,Consensus Shortcut,0.402,0.3654,0.28,42.2003,False,True,weak process and weak outcome
69,Consensus Shortcut,0.402,0.3654,0.28,66.8428,False,True,weak process and weak outcome
70,Consensus Shortcut,0.402,0.3654,0.28,133.2545,True,True,weak process with favorable outcome; possible luck
71,Consensus Shortcut,0.402,0.3654,0.28,109.864,True,True,weak process with favorable outcome; possible luck
72,Consensus Shortcut,0.402,0.3654,0.28,100.5413,True,True,weak process with favorable outcome; possible luck
73,Consensus Shortcut,0.402,0.3654,0.28,40.8419,False,True,weak process and weak outcome
74,Consensus Shortcut,0.402,0.3654,0.28,62.5005,False,True,weak process and weak outcome
75,Consensus Shortcut,0.402,0.3654,0.28,105.9264,True,True,weak process with favorable outcome; possible luck
76,Consensus Shortcut,0.402,0.3654,0.28,78.4523,True,True,weak process with favorable outcome; possible luck
77,Consensus Shortcut,0.402,0.3654,0.28,80.7656,True,True,weak process with favorable outcome; possible luck
78,Consensus Shortcut,0.402,0.3654,0.28,133.5856,True,True,weak process with favorable outcome; possible luck
79,Consensus Shortcut,0.402,0.3654,0.28,84.5091,True,True,weak process with favorable outcome; possible luck
