trial,strategy,realized_value,best_trial_value,regret,review_trigger
499,Staged Learning,-14.0,125.0,139.0,True
499,Delay Without Learning,95.0,125.0,30.0,False
499,Conservative Baseline,73.0,125.0,52.0,False
500,Immediate Action,125.0,125.0,0.0,True
500,Staged Learning,-14.0,125.0,139.0,True
500,Delay Without Learning,95.0,125.0,30.0,False
500,Conservative Baseline,73.0,125.0,52.0,False
501,Immediate Action,-35.0,95.0,130.0,True
501,Staged Learning,-14.0,95.0,109.0,True
501,Delay Without Learning,95.0,95.0,0.0,False
501,Conservative Baseline,73.0,95.0,22.0,False
502,Immediate Action,125.0,125.0,0.0,True
502,Staged Learning,-14.0,125.0,139.0,True
502,Delay Without Learning,20.0,125.0,105.0,True
502,Conservative Baseline,73.0,125.0,52.0,False
503,Immediate Action,125.0,125.0,0.0,True
503,Staged Learning,-14.0,125.0,139.0,True
503,Delay Without Learning,95.0,125.0,30.0,False
503,Conservative Baseline,73.0,125.0,52.0,False
504,Immediate Action,125.0,151.0,26.0,True
504,Staged Learning,151.0,151.0,0.0,False
504,Delay Without Learning,95.0,151.0,56.0,False
504,Conservative Baseline,73.0,151.0,78.0,False
505,Immediate Action,125.0,151.0,26.0,True
505,Staged Learning,151.0,151.0,0.0,False
505,Delay Without Learning,20.0,151.0,131.0,True
505,Conservative Baseline,73.0,151.0,78.0,False
506,Immediate Action,-35.0,73.0,108.0,True
506,Staged Learning,-14.0,73.0,87.0,True
506,Delay Without Learning,20.0,73.0,53.0,True
506,Conservative Baseline,73.0,73.0,0.0,False
507,Immediate Action,125.0,151.0,26.0,True
507,Staged Learning,151.0,151.0,0.0,False
507,Delay Without Learning,20.0,151.0,131.0,True
507,Conservative Baseline,58.0,151.0,93.0,True
508,Immediate Action,125.0,151.0,26.0,True
508,Staged Learning,151.0,151.0,0.0,False
508,Delay Without Learning,95.0,151.0,56.0,False
508,Conservative Baseline,73.0,151.0,78.0,False
509,Immediate Action,125.0,125.0,0.0,True
509,Staged Learning,-14.0,125.0,139.0,True
509,Delay Without Learning,95.0,125.0,30.0,False
509,Conservative Baseline,73.0,125.0,52.0,False
510,Immediate Action,125.0,151.0,26.0,True
510,Staged Learning,151.0,151.0,0.0,False
510,Delay Without Learning,20.0,151.0,131.0,True
510,Conservative Baseline,73.0,151.0,78.0,False
511,Immediate Action,125.0,151.0,26.0,True
511,Staged Learning,151.0,151.0,0.0,False
511,Delay Without Learning,20.0,151.0,131.0,True
511,Conservative Baseline,73.0,151.0,78.0,False
512,Immediate Action,125.0,125.0,0.0,True
512,Staged Learning,-14.0,125.0,139.0,True
512,Delay Without Learning,20.0,125.0,105.0,True
512,Conservative Baseline,73.0,125.0,52.0,False
513,Immediate Action,-35.0,151.0,186.0,True
513,Staged Learning,151.0,151.0,0.0,False
513,Delay Without Learning,20.0,151.0,131.0,True
513,Conservative Baseline,58.0,151.0,93.0,True
514,Immediate Action,125.0,125.0,0.0,True
514,Staged Learning,-14.0,125.0,139.0,True
514,Delay Without Learning,95.0,125.0,30.0,False
514,Conservative Baseline,73.0,125.0,52.0,False
515,Immediate Action,-35.0,73.0,108.0,True
515,Staged Learning,-14.0,73.0,87.0,True
515,Delay Without Learning,20.0,73.0,53.0,True
515,Conservative Baseline,73.0,73.0,0.0,False
516,Immediate Action,-35.0,151.0,186.0,True
516,Staged Learning,151.0,151.0,0.0,False
516,Delay Without Learning,20.0,151.0,131.0,True
516,Conservative Baseline,73.0,151.0,78.0,False
517,Immediate Action,125.0,151.0,26.0,True
517,Staged Learning,151.0,151.0,0.0,False
517,Delay Without Learning,95.0,151.0,56.0,False
517,Conservative Baseline,73.0,151.0,78.0,False
518,Immediate Action,125.0,151.0,26.0,True
518,Staged Learning,151.0,151.0,0.0,False
518,Delay Without Learning,95.0,151.0,56.0,False
518,Conservative Baseline,73.0,151.0,78.0,False
519,Immediate Action,125.0,151.0,26.0,True
519,Staged Learning,151.0,151.0,0.0,False
519,Delay Without Learning,20.0,151.0,131.0,True
519,Conservative Baseline,73.0,151.0,78.0,False
520,Immediate Action,125.0,125.0,0.0,True
520,Staged Learning,-14.0,125.0,139.0,True
520,Delay Without Learning,95.0,125.0,30.0,False
520,Conservative Baseline,73.0,125.0,52.0,False
521,Immediate Action,-35.0,95.0,130.0,True
521,Staged Learning,-14.0,95.0,109.0,True
521,Delay Without Learning,95.0,95.0,0.0,False
521,Conservative Baseline,73.0,95.0,22.0,False
522,Immediate Action,125.0,125.0,0.0,True
522,Staged Learning,-14.0,125.0,139.0,True
522,Delay Without Learning,95.0,125.0,30.0,False
522,Conservative Baseline,73.0,125.0,52.0,False
523,Immediate Action,-35.0,95.0,130.0,True
523,Staged Learning,-14.0,95.0,109.0,True
523,Delay Without Learning,95.0,95.0,0.0,False
523,Conservative Baseline,73.0,95.0,22.0,False
524,Immediate Action,-35.0,151.0,186.0,True
524,Staged Learning,151.0,151.0,0.0,False
524,Delay Without Learning,20.0,151.0,131.0,True
524,Conservative Baseline,73.0,151.0,78.0,False
525,Immediate Action,-35.0,151.0,186.0,True
525,Staged Learning,151.0,151.0,0.0,False
525,Delay Without Learning,20.0,151.0,131.0,True
525,Conservative Baseline,73.0,151.0,78.0,False
526,Immediate Action,-35.0,151.0,186.0,True
526,Staged Learning,151.0,151.0,0.0,False
526,Delay Without Learning,95.0,151.0,56.0,False
526,Conservative Baseline,73.0,151.0,78.0,False
527,Immediate Action,-35.0,95.0,130.0,True
527,Staged Learning,-14.0,95.0,109.0,True
527,Delay Without Learning,95.0,95.0,0.0,False
527,Conservative Baseline,58.0,95.0,37.0,True
528,Immediate Action,125.0,151.0,26.0,True
528,Staged Learning,151.0,151.0,0.0,False
528,Delay Without Learning,95.0,151.0,56.0,False
528,Conservative Baseline,58.0,151.0,93.0,True
529,Immediate Action,125.0,151.0,26.0,True
529,Staged Learning,151.0,151.0,0.0,False
529,Delay Without Learning,20.0,151.0,131.0,True
529,Conservative Baseline,73.0,151.0,78.0,False
530,Immediate Action,125.0,151.0,26.0,True
530,Staged Learning,151.0,151.0,0.0,False
530,Delay Without Learning,95.0,151.0,56.0,False
530,Conservative Baseline,73.0,151.0,78.0,False
531,Immediate Action,125.0,151.0,26.0,True
531,Staged Learning,151.0,151.0,0.0,False
531,Delay Without Learning,95.0,151.0,56.0,False
531,Conservative Baseline,73.0,151.0,78.0,False
532,Immediate Action,-35.0,151.0,186.0,True
532,Staged Learning,151.0,151.0,0.0,False
532,Delay Without Learning,20.0,151.0,131.0,True
532,Conservative Baseline,73.0,151.0,78.0,False
533,Immediate Action,125.0,151.0,26.0,True
533,Staged Learning,151.0,151.0,0.0,False
533,Delay Without Learning,20.0,151.0,131.0,True
533,Conservative Baseline,58.0,151.0,93.0,True
534,Immediate Action,125.0,151.0,26.0,True
534,Staged Learning,151.0,151.0,0.0,False
534,Delay Without Learning,95.0,151.0,56.0,False
534,Conservative Baseline,73.0,151.0,78.0,False
535,Immediate Action,-35.0,73.0,108.0,True
535,Staged Learning,-14.0,73.0,87.0,True
535,Delay Without Learning,20.0,73.0,53.0,True
535,Conservative Baseline,73.0,73.0,0.0,False
536,Immediate Action,-35.0,151.0,186.0,True
536,Staged Learning,151.0,151.0,0.0,False
536,Delay Without Learning,95.0,151.0,56.0,False
536,Conservative Baseline,58.0,151.0,93.0,True
537,Immediate Action,125.0,125.0,0.0,True
537,Staged Learning,-14.0,125.0,139.0,True
537,Delay Without Learning,20.0,125.0,105.0,True
537,Conservative Baseline,73.0,125.0,52.0,False
538,Immediate Action,-35.0,95.0,130.0,True
538,Staged Learning,-14.0,95.0,109.0,True
538,Delay Without Learning,95.0,95.0,0.0,False
538,Conservative Baseline,73.0,95.0,22.0,False
539,Immediate Action,-35.0,151.0,186.0,True
539,Staged Learning,151.0,151.0,0.0,False
539,Delay Without Learning,95.0,151.0,56.0,False
539,Conservative Baseline,73.0,151.0,78.0,False
540,Immediate Action,125.0,125.0,0.0,True
540,Staged Learning,-14.0,125.0,139.0,True
540,Delay Without Learning,20.0,125.0,105.0,True
540,Conservative Baseline,73.0,125.0,52.0,False
541,Immediate Action,-35.0,95.0,130.0,True
541,Staged Learning,-14.0,95.0,109.0,True
541,Delay Without Learning,95.0,95.0,0.0,False
541,Conservative Baseline,73.0,95.0,22.0,False
542,Immediate Action,-35.0,95.0,130.0,True
542,Staged Learning,-14.0,95.0,109.0,True
542,Delay Without Learning,95.0,95.0,0.0,False
542,Conservative Baseline,73.0,95.0,22.0,False
543,Immediate Action,125.0,125.0,0.0,True
543,Staged Learning,-14.0,125.0,139.0,True
543,Delay Without Learning,95.0,125.0,30.0,False
543,Conservative Baseline,58.0,125.0,67.0,True
544,Immediate Action,125.0,151.0,26.0,True
544,Staged Learning,151.0,151.0,0.0,False
544,Delay Without Learning,20.0,151.0,131.0,True
544,Conservative Baseline,73.0,151.0,78.0,False
545,Immediate Action,125.0,151.0,26.0,True
545,Staged Learning,151.0,151.0,0.0,False
545,Delay Without Learning,20.0,151.0,131.0,True
545,Conservative Baseline,73.0,151.0,78.0,False
546,Immediate Action,-35.0,73.0,108.0,True
546,Staged Learning,-14.0,73.0,87.0,True
546,Delay Without Learning,20.0,73.0,53.0,True
546,Conservative Baseline,73.0,73.0,0.0,False
547,Immediate Action,-35.0,151.0,186.0,True
547,Staged Learning,151.0,151.0,0.0,False
547,Delay Without Learning,95.0,151.0,56.0,False
547,Conservative Baseline,73.0,151.0,78.0,False
548,Immediate Action,125.0,125.0,0.0,True
548,Staged Learning,-14.0,125.0,139.0,True
548,Delay Without Learning,20.0,125.0,105.0,True
548,Conservative Baseline,73.0,125.0,52.0,False
549,Immediate Action,-35.0,151.0,186.0,True
549,Staged Learning,151.0,151.0,0.0,False
549,Delay Without Learning,95.0,151.0,56.0,False
549,Conservative Baseline,58.0,151.0,93.0,True
550,Immediate Action,125.0,125.0,0.0,True
550,Staged Learning,-14.0,125.0,139.0,True
550,Delay Without Learning,95.0,125.0,30.0,False
550,Conservative Baseline,73.0,125.0,52.0,False
551,Immediate Action,-35.0,95.0,130.0,True
551,Staged Learning,-14.0,95.0,109.0,True
551,Delay Without Learning,95.0,95.0,0.0,False
551,Conservative Baseline,73.0,95.0,22.0,False
552,Immediate Action,-35.0,151.0,186.0,True
552,Staged Learning,151.0,151.0,0.0,False
552,Delay Without Learning,95.0,151.0,56.0,False
552,Conservative Baseline,73.0,151.0,78.0,False
553,Immediate Action,125.0,125.0,0.0,True
553,Staged Learning,-14.0,125.0,139.0,True
553,Delay Without Learning,95.0,125.0,30.0,False
553,Conservative Baseline,73.0,125.0,52.0,False
554,Immediate Action,-35.0,95.0,130.0,True
554,Staged Learning,-14.0,95.0,109.0,True
554,Delay Without Learning,95.0,95.0,0.0,False
554,Conservative Baseline,73.0,95.0,22.0,False
555,Immediate Action,-35.0,151.0,186.0,True
555,Staged Learning,151.0,151.0,0.0,False
555,Delay Without Learning,20.0,151.0,131.0,True
555,Conservative Baseline,73.0,151.0,78.0,False
556,Immediate Action,-35.0,151.0,186.0,True
556,Staged Learning,151.0,151.0,0.0,False
556,Delay Without Learning,20.0,151.0,131.0,True
556,Conservative Baseline,73.0,151.0,78.0,False
557,Immediate Action,125.0,125.0,0.0,True
557,Staged Learning,-14.0,125.0,139.0,True
557,Delay Without Learning,20.0,125.0,105.0,True
557,Conservative Baseline,73.0,125.0,52.0,False
558,Immediate Action,-35.0,73.0,108.0,True
558,Staged Learning,-14.0,73.0,87.0,True
558,Delay Without Learning,20.0,73.0,53.0,True
558,Conservative Baseline,73.0,73.0,0.0,False
559,Immediate Action,-35.0,151.0,186.0,True
559,Staged Learning,151.0,151.0,0.0,False
559,Delay Without Learning,20.0,151.0,131.0,True
559,Conservative Baseline,73.0,151.0,78.0,False
560,Immediate Action,125.0,151.0,26.0,True
560,Staged Learning,151.0,151.0,0.0,False
560,Delay Without Learning,20.0,151.0,131.0,True
560,Conservative Baseline,73.0,151.0,78.0,False
561,Immediate Action,125.0,151.0,26.0,True
561,Staged Learning,151.0,151.0,0.0,False
561,Delay Without Learning,20.0,151.0,131.0,True
561,Conservative Baseline,58.0,151.0,93.0,True
562,Immediate Action,125.0,151.0,26.0,True
562,Staged Learning,151.0,151.0,0.0,False
562,Delay Without Learning,95.0,151.0,56.0,False
562,Conservative Baseline,73.0,151.0,78.0,False
563,Immediate Action,125.0,151.0,26.0,True
563,Staged Learning,151.0,151.0,0.0,False
563,Delay Without Learning,20.0,151.0,131.0,True
563,Conservative Baseline,73.0,151.0,78.0,False
564,Immediate Action,125.0,125.0,0.0,True
564,Staged Learning,-14.0,125.0,139.0,True
564,Delay Without Learning,95.0,125.0,30.0,False
564,Conservative Baseline,73.0,125.0,52.0,False
565,Immediate Action,-35.0,151.0,186.0,True
565,Staged Learning,151.0,151.0,0.0,False
565,Delay Without Learning,20.0,151.0,131.0,True
565,Conservative Baseline,73.0,151.0,78.0,False
566,Immediate Action,-35.0,58.0,93.0,True
566,Staged Learning,-14.0,58.0,72.0,True
566,Delay Without Learning,20.0,58.0,38.0,True
566,Conservative Baseline,58.0,58.0,0.0,True
567,Immediate Action,125.0,125.0,0.0,True
567,Staged Learning,-14.0,125.0,139.0,True
567,Delay Without Learning,20.0,125.0,105.0,True
567,Conservative Baseline,73.0,125.0,52.0,False
568,Immediate Action,-35.0,95.0,130.0,True
568,Staged Learning,-14.0,95.0,109.0,True
568,Delay Without Learning,95.0,95.0,0.0,False
568,Conservative Baseline,73.0,95.0,22.0,False
569,Immediate Action,-35.0,151.0,186.0,True
569,Staged Learning,151.0,151.0,0.0,False
569,Delay Without Learning,95.0,151.0,56.0,False
569,Conservative Baseline,73.0,151.0,78.0,False
570,Immediate Action,-35.0,95.0,130.0,True
570,Staged Learning,-14.0,95.0,109.0,True
570,Delay Without Learning,95.0,95.0,0.0,False
570,Conservative Baseline,73.0,95.0,22.0,False
571,Immediate Action,-35.0,73.0,108.0,True
571,Staged Learning,-14.0,73.0,87.0,True
571,Delay Without Learning,20.0,73.0,53.0,True
571,Conservative Baseline,73.0,73.0,0.0,False
572,Immediate Action,125.0,125.0,0.0,True
572,Staged Learning,-14.0,125.0,139.0,True
572,Delay Without Learning,95.0,125.0,30.0,False
572,Conservative Baseline,73.0,125.0,52.0,False
573,Immediate Action,-35.0,151.0,186.0,True
573,Staged Learning,151.0,151.0,0.0,False
573,Delay Without Learning,20.0,151.0,131.0,True
573,Conservative Baseline,73.0,151.0,78.0,False
574,Immediate Action,-35.0,151.0,186.0,True
574,Staged Learning,151.0,151.0,0.0,False
574,Delay Without Learning,95.0,151.0,56.0,False
574,Conservative Baseline,73.0,151.0,78.0,False
575,Immediate Action,125.0,151.0,26.0,True
575,Staged Learning,151.0,151.0,0.0,False
575,Delay Without Learning,20.0,151.0,131.0,True
575,Conservative Baseline,73.0,151.0,78.0,False
576,Immediate Action,-35.0,151.0,186.0,True
576,Staged Learning,151.0,151.0,0.0,False
576,Delay Without Learning,20.0,151.0,131.0,True
576,Conservative Baseline,73.0,151.0,78.0,False
577,Immediate Action,125.0,125.0,0.0,True
577,Staged Learning,-14.0,125.0,139.0,True
577,Delay Without Learning,95.0,125.0,30.0,False
577,Conservative Baseline,73.0,125.0,52.0,False
578,Immediate Action,125.0,151.0,26.0,True
578,Staged Learning,151.0,151.0,0.0,False
578,Delay Without Learning,95.0,151.0,56.0,False
578,Conservative Baseline,73.0,151.0,78.0,False
579,Immediate Action,125.0,125.0,0.0,True
579,Staged Learning,-14.0,125.0,139.0,True
579,Delay Without Learning,20.0,125.0,105.0,True
579,Conservative Baseline,58.0,125.0,67.0,True
580,Immediate Action,-35.0,151.0,186.0,True
580,Staged Learning,151.0,151.0,0.0,False
580,Delay Without Learning,95.0,151.0,56.0,False
580,Conservative Baseline,73.0,151.0,78.0,False
581,Immediate Action,125.0,151.0,26.0,True
581,Staged Learning,151.0,151.0,0.0,False
581,Delay Without Learning,20.0,151.0,131.0,True
581,Conservative Baseline,73.0,151.0,78.0,False
582,Immediate Action,-35.0,151.0,186.0,True
582,Staged Learning,151.0,151.0,0.0,False
582,Delay Without Learning,20.0,151.0,131.0,True
582,Conservative Baseline,73.0,151.0,78.0,False
583,Immediate Action,-35.0,151.0,186.0,True
583,Staged Learning,151.0,151.0,0.0,False
583,Delay Without Learning,95.0,151.0,56.0,False
583,Conservative Baseline,73.0,151.0,78.0,False
584,Immediate Action,125.0,151.0,26.0,True
584,Staged Learning,151.0,151.0,0.0,False
584,Delay Without Learning,20.0,151.0,131.0,True
584,Conservative Baseline,73.0,151.0,78.0,False
585,Immediate Action,-35.0,151.0,186.0,True
585,Staged Learning,151.0,151.0,0.0,False
585,Delay Without Learning,95.0,151.0,56.0,False
585,Conservative Baseline,73.0,151.0,78.0,False
586,Immediate Action,125.0,125.0,0.0,True
586,Staged Learning,-14.0,125.0,139.0,True
586,Delay Without Learning,20.0,125.0,105.0,True
586,Conservative Baseline,73.0,125.0,52.0,False
587,Immediate Action,125.0,151.0,26.0,True
587,Staged Learning,151.0,151.0,0.0,False
587,Delay Without Learning,95.0,151.0,56.0,False
587,Conservative Baseline,58.0,151.0,93.0,True
588,Immediate Action,-35.0,73.0,108.0,True
588,Staged Learning,-14.0,73.0,87.0,True
588,Delay Without Learning,20.0,73.0,53.0,True
588,Conservative Baseline,73.0,73.0,0.0,False
589,Immediate Action,125.0,151.0,26.0,True
589,Staged Learning,151.0,151.0,0.0,False
589,Delay Without Learning,95.0,151.0,56.0,False
589,Conservative Baseline,73.0,151.0,78.0,False
590,Immediate Action,125.0,151.0,26.0,True
590,Staged Learning,151.0,151.0,0.0,False
590,Delay Without Learning,95.0,151.0,56.0,False
590,Conservative Baseline,73.0,151.0,78.0,False
591,Immediate Action,-35.0,151.0,186.0,True
591,Staged Learning,151.0,151.0,0.0,False
591,Delay Without Learning,95.0,151.0,56.0,False
591,Conservative Baseline,73.0,151.0,78.0,False
592,Immediate Action,125.0,151.0,26.0,True
592,Staged Learning,151.0,151.0,0.0,False
592,Delay Without Learning,20.0,151.0,131.0,True
592,Conservative Baseline,73.0,151.0,78.0,False
593,Immediate Action,125.0,151.0,26.0,True
593,Staged Learning,151.0,151.0,0.0,False
593,Delay Without Learning,20.0,151.0,131.0,True
593,Conservative Baseline,73.0,151.0,78.0,False
594,Immediate Action,-35.0,151.0,186.0,True
594,Staged Learning,151.0,151.0,0.0,False
594,Delay Without Learning,95.0,151.0,56.0,False
594,Conservative Baseline,73.0,151.0,78.0,False
595,Immediate Action,125.0,125.0,0.0,True
595,Staged Learning,-14.0,125.0,139.0,True
595,Delay Without Learning,95.0,125.0,30.0,False
595,Conservative Baseline,73.0,125.0,52.0,False
596,Immediate Action,-35.0,73.0,108.0,True
596,Staged Learning,-14.0,73.0,87.0,True
596,Delay Without Learning,20.0,73.0,53.0,True
596,Conservative Baseline,73.0,73.0,0.0,False
597,Immediate Action,-35.0,73.0,108.0,True
597,Staged Learning,-14.0,73.0,87.0,True
597,Delay Without Learning,20.0,73.0,53.0,True
597,Conservative Baseline,73.0,73.0,0.0,False
598,Immediate Action,125.0,125.0,0.0,True
598,Staged Learning,-14.0,125.0,139.0,True
598,Delay Without Learning,95.0,125.0,30.0,False
598,Conservative Baseline,73.0,125.0,52.0,False
599,Immediate Action,125.0,151.0,26.0,True
599,Staged Learning,151.0,151.0,0.0,False
599,Delay Without Learning,95.0,151.0,56.0,False
599,Conservative Baseline,73.0,151.0,78.0,False
600,Immediate Action,-35.0,73.0,108.0,True
600,Staged Learning,-14.0,73.0,87.0,True
600,Delay Without Learning,20.0,73.0,53.0,True
600,Conservative Baseline,73.0,73.0,0.0,False
601,Immediate Action,125.0,125.0,0.0,True
601,Staged Learning,-14.0,125.0,139.0,True
601,Delay Without Learning,95.0,125.0,30.0,False
601,Conservative Baseline,73.0,125.0,52.0,False
602,Immediate Action,-35.0,151.0,186.0,True
602,Staged Learning,151.0,151.0,0.0,False
602,Delay Without Learning,95.0,151.0,56.0,False
602,Conservative Baseline,73.0,151.0,78.0,False
603,Immediate Action,125.0,151.0,26.0,True
603,Staged Learning,151.0,151.0,0.0,False
603,Delay Without Learning,95.0,151.0,56.0,False
603,Conservative Baseline,73.0,151.0,78.0,False
604,Immediate Action,-35.0,95.0,130.0,True
604,Staged Learning,-14.0,95.0,109.0,True
604,Delay Without Learning,95.0,95.0,0.0,False
604,Conservative Baseline,58.0,95.0,37.0,True
605,Immediate Action,-35.0,151.0,186.0,True
605,Staged Learning,151.0,151.0,0.0,False
605,Delay Without Learning,95.0,151.0,56.0,False
605,Conservative Baseline,73.0,151.0,78.0,False
606,Immediate Action,-35.0,151.0,186.0,True
606,Staged Learning,151.0,151.0,0.0,False
606,Delay Without Learning,95.0,151.0,56.0,False
606,Conservative Baseline,73.0,151.0,78.0,False
607,Immediate Action,125.0,125.0,0.0,True
607,Staged Learning,-14.0,125.0,139.0,True
607,Delay Without Learning,95.0,125.0,30.0,False
607,Conservative Baseline,73.0,125.0,52.0,False
608,Immediate Action,-35.0,151.0,186.0,True
608,Staged Learning,151.0,151.0,0.0,False
608,Delay Without Learning,20.0,151.0,131.0,True
608,Conservative Baseline,73.0,151.0,78.0,False
609,Immediate Action,125.0,125.0,0.0,True
609,Staged Learning,-14.0,125.0,139.0,True
609,Delay Without Learning,20.0,125.0,105.0,True
609,Conservative Baseline,73.0,125.0,52.0,False
610,Immediate Action,125.0,125.0,0.0,True
610,Staged Learning,-14.0,125.0,139.0,True
610,Delay Without Learning,20.0,125.0,105.0,True
610,Conservative Baseline,73.0,125.0,52.0,False
611,Immediate Action,-35.0,151.0,186.0,True
611,Staged Learning,151.0,151.0,0.0,False
611,Delay Without Learning,95.0,151.0,56.0,False
611,Conservative Baseline,58.0,151.0,93.0,True
612,Immediate Action,125.0,151.0,26.0,True
612,Staged Learning,151.0,151.0,0.0,False
612,Delay Without Learning,20.0,151.0,131.0,True
612,Conservative Baseline,58.0,151.0,93.0,True
613,Immediate Action,-35.0,151.0,186.0,True
613,Staged Learning,151.0,151.0,0.0,False
613,Delay Without Learning,20.0,151.0,131.0,True
613,Conservative Baseline,73.0,151.0,78.0,False
614,Immediate Action,125.0,151.0,26.0,True
614,Staged Learning,151.0,151.0,0.0,False
614,Delay Without Learning,95.0,151.0,56.0,False
614,Conservative Baseline,73.0,151.0,78.0,False
615,Immediate Action,125.0,151.0,26.0,True
615,Staged Learning,151.0,151.0,0.0,False
615,Delay Without Learning,95.0,151.0,56.0,False
615,Conservative Baseline,58.0,151.0,93.0,True
616,Immediate Action,125.0,151.0,26.0,True
616,Staged Learning,151.0,151.0,0.0,False
616,Delay Without Learning,95.0,151.0,56.0,False
616,Conservative Baseline,73.0,151.0,78.0,False
617,Immediate Action,-35.0,73.0,108.0,True
617,Staged Learning,-14.0,73.0,87.0,True
617,Delay Without Learning,20.0,73.0,53.0,True
617,Conservative Baseline,73.0,73.0,0.0,False
618,Immediate Action,125.0,125.0,0.0,True
618,Staged Learning,-14.0,125.0,139.0,True
618,Delay Without Learning,20.0,125.0,105.0,True
618,Conservative Baseline,73.0,125.0,52.0,False
619,Immediate Action,-35.0,151.0,186.0,True
619,Staged Learning,151.0,151.0,0.0,False
619,Delay Without Learning,95.0,151.0,56.0,False
619,Conservative Baseline,73.0,151.0,78.0,False
620,Immediate Action,125.0,151.0,26.0,True
620,Staged Learning,151.0,151.0,0.0,False
620,Delay Without Learning,20.0,151.0,131.0,True
620,Conservative Baseline,73.0,151.0,78.0,False
621,Immediate Action,125.0,151.0,26.0,True
621,Staged Learning,151.0,151.0,0.0,False
621,Delay Without Learning,95.0,151.0,56.0,False
621,Conservative Baseline,73.0,151.0,78.0,False
622,Immediate Action,125.0,125.0,0.0,True
622,Staged Learning,-14.0,125.0,139.0,True
622,Delay Without Learning,20.0,125.0,105.0,True
622,Conservative Baseline,73.0,125.0,52.0,False
623,Immediate Action,125.0,151.0,26.0,True
623,Staged Learning,151.0,151.0,0.0,False
623,Delay Without Learning,95.0,151.0,56.0,False
623,Conservative Baseline,73.0,151.0,78.0,False
624,Immediate Action,125.0,125.0,0.0,True
624,Staged Learning,-14.0,125.0,139.0,True
624,Delay Without Learning,95.0,125.0,30.0,False
624,Conservative Baseline,73.0,125.0,52.0,False
625,Immediate Action,125.0,125.0,0.0,True
625,Staged Learning,-14.0,125.0,139.0,True
625,Delay Without Learning,95.0,125.0,30.0,False
625,Conservative Baseline,73.0,125.0,52.0,False
626,Immediate Action,-35.0,151.0,186.0,True
626,Staged Learning,151.0,151.0,0.0,False
626,Delay Without Learning,20.0,151.0,131.0,True
626,Conservative Baseline,73.0,151.0,78.0,False
627,Immediate Action,125.0,151.0,26.0,True
627,Staged Learning,151.0,151.0,0.0,False
627,Delay Without Learning,95.0,151.0,56.0,False
627,Conservative Baseline,73.0,151.0,78.0,False
628,Immediate Action,125.0,125.0,0.0,True
628,Staged Learning,-14.0,125.0,139.0,True
628,Delay Without Learning,95.0,125.0,30.0,False
628,Conservative Baseline,73.0,125.0,52.0,False
629,Immediate Action,125.0,151.0,26.0,True
629,Staged Learning,151.0,151.0,0.0,False
629,Delay Without Learning,20.0,151.0,131.0,True
629,Conservative Baseline,73.0,151.0,78.0,False
630,Immediate Action,-35.0,151.0,186.0,True
630,Staged Learning,151.0,151.0,0.0,False
630,Delay Without Learning,95.0,151.0,56.0,False
630,Conservative Baseline,58.0,151.0,93.0,True
631,Immediate Action,-35.0,151.0,186.0,True
631,Staged Learning,151.0,151.0,0.0,False
631,Delay Without Learning,95.0,151.0,56.0,False
631,Conservative Baseline,73.0,151.0,78.0,False
632,Immediate Action,125.0,125.0,0.0,True
632,Staged Learning,-14.0,125.0,139.0,True
632,Delay Without Learning,20.0,125.0,105.0,True
632,Conservative Baseline,73.0,125.0,52.0,False
633,Immediate Action,125.0,151.0,26.0,True
633,Staged Learning,151.0,151.0,0.0,False
633,Delay Without Learning,95.0,151.0,56.0,False
633,Conservative Baseline,73.0,151.0,78.0,False
634,Immediate Action,125.0,125.0,0.0,True
634,Staged Learning,-14.0,125.0,139.0,True
634,Delay Without Learning,95.0,125.0,30.0,False
634,Conservative Baseline,58.0,125.0,67.0,True
635,Immediate Action,125.0,125.0,0.0,True
635,Staged Learning,-14.0,125.0,139.0,True
635,Delay Without Learning,95.0,125.0,30.0,False
635,Conservative Baseline,73.0,125.0,52.0,False
636,Immediate Action,125.0,125.0,0.0,True
636,Staged Learning,-14.0,125.0,139.0,True
636,Delay Without Learning,95.0,125.0,30.0,False
636,Conservative Baseline,73.0,125.0,52.0,False
637,Immediate Action,125.0,125.0,0.0,True
637,Staged Learning,-14.0,125.0,139.0,True
637,Delay Without Learning,95.0,125.0,30.0,False
637,Conservative Baseline,73.0,125.0,52.0,False
638,Immediate Action,125.0,125.0,0.0,True
638,Staged Learning,-14.0,125.0,139.0,True
638,Delay Without Learning,20.0,125.0,105.0,True
638,Conservative Baseline,73.0,125.0,52.0,False
639,Immediate Action,125.0,125.0,0.0,True
639,Staged Learning,-14.0,125.0,139.0,True
639,Delay Without Learning,95.0,125.0,30.0,False
639,Conservative Baseline,58.0,125.0,67.0,True
640,Immediate Action,125.0,125.0,0.0,True
640,Staged Learning,-14.0,125.0,139.0,True
640,Delay Without Learning,20.0,125.0,105.0,True
640,Conservative Baseline,73.0,125.0,52.0,False
641,Immediate Action,-35.0,151.0,186.0,True
641,Staged Learning,151.0,151.0,0.0,False
641,Delay Without Learning,95.0,151.0,56.0,False
641,Conservative Baseline,73.0,151.0,78.0,False
642,Immediate Action,125.0,151.0,26.0,True
642,Staged Learning,151.0,151.0,0.0,False
642,Delay Without Learning,20.0,151.0,131.0,True
642,Conservative Baseline,73.0,151.0,78.0,False
643,Immediate Action,-35.0,151.0,186.0,True
